d141a47ca817d36f480dd5f5d953ca1f	A. W. Ward
578399	Thập niên 1040
6ab985cf09935cce6d73f8d2882dc066	Acciona
3218453	Hiệp hội Bản đồ Quốc tế
102660	Kỷ lục tốc độ bay
530703	954
1159155	Ma Kết (chiêm tinh)
182666	Châu thổ
ab584d4fdf361c50d1d8963cf853bb9d	Carl von Ossietzky
109992	Long Nham
94e507a13014f02937380aa106788453	Lãi thực
1220451	Giấy chứng tử
51054f77338386c9bdb65bad73605419	Học viện nghệ thuật Honolulu
531888	473
46334	Massachusetts
3387147	Emiliano Martínez
aecc77c6bfadba88f45519b8d2c86bc8	Labyrinth
6145f66ae07adec458a586c78fb72772	Atlas Tell
203016	Dũng Kiều
ec6b27ce2542350455459d70999b989e	A.C Cesena
12159	La Marseillaise
11240	ISO 3166-2
87218	Chùa Ấn Quang
1279587	Thập niên 510
750328	Abe no Nakamaro
485dcce4ca87faaf44bfd7590edb7ab8	Alga
2b656d3eb328bcb843a810573d33ae19	2007-02-24
2c3dc9d9574857cd9caf1deaa8a87d41	Quách Xến (Đại tá, Quân lực VNCH)
3346027	Boudica
ce370190e8fcd471b5ff01e36e10ef0d	McDonnell Douglas MD-80/MD-90
451342	Bành Hồ
3c40b702321438bba7c6a8d66729ca45	Chúa nhật đẫm máu (1965)
11841	Institute of Electrical and Electronics Engineers
541590	151 TCN
5ca0ecf1707a46318a154850f3ba6d70	Chồng con
27317	Canh Thìn
6232c885968fd3330588a98d40b0cb4b	Chiến dịch Dewey Canyon
109194	.sd
41d67edda9755905620bee8de1aefc15	Chữ số Triều Tiên
530033	1180
5af0b4df48e8c2e61968c81c1de8ebb0	1974 European Cup Final
529861	1519
1166f0593bfa45bcf0592f590f9f9eb5	All My Sons
192883	Kim Tu Bong
1445772	Thể loại:Sinh thập kỷ 790
5830cb3d6ea3729cb962025c39f27da6	Albert von Kölliker
a786cfd1a59e0f1d0e4878632cb61b6d	Alphonso II của Napoli
564926	Padang, Indonesia
540743	110
3246491	Ban Chỉ đạo Nhà nước về Chương trình hành động quốc gia khắc phục hậu quả bom mìn sau chiến tranh
529157	1514
10963	H'Mông
404030	Quintus Sertorius
1581747	Bella Vista, Arkansas
8e8293dab62828ef35b23436823f4503	Thể loại:Sinh thập kỷ 150 TCN
542910	August Neidhardt von Gneisenau
1881203	Công đồng đại kết
b26282d7a034ce03d759b0063a0d46b4	Gorgor
ed8529b8e6bef86ae21e29a17d203e58	Thiên xích đạo
53630	Thể loại:Sinh thập kỷ 1070
528577	1701
681e96b3ccf2f70950d8847419896aec	Heinrich III (đế quốc La Mã Thần thánh)
107816	1908
317763	Biển Tasman
47564	Andrei Dmitrievich Sakharov
51532	Phổ (quốc gia)
529887	1224
531074	1396
38325	Grenada
244159	Louis XII của Pháp
25759	Trường phái ấn tượng
183397926e4ff4227663cdbf5ba5cfc2	Abraham Trembley
416705	Lamspringe
808cfc8ece95b0b57309c2d4ec1d8826	Mạnh Định
284100	Hợp đồng
42d346f22274dcff52c108f28d8ac897	Ampersand
529203	1562
e3e9f7bd4e0d7afa2b9ebc96ba8e5051	Bán cầu
541606	166 TCN
404761	Bad Salzdetfurth
61442	Người Tráng
286778	Erik Weihenmayer
106691	Trung Phi
95816de6f7f73c2bd6b74b30cc121fc4	Bác Mục Bác Quả Nhĩ
21bc1a8c68146b19bef77f83de47c39b	British national grid reference system
3253a68cebf4106b4d31aa7ef89a70e0	Herbert Kroemer
1445766	Thể loại:Sinh thập kỷ 850
2262534	C. S. Lewis
50041	Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khoá V
531269	695
bef5f1063de8a2ada25888e364277925	Bầu cử tổng thống Gambia, 2016
540948	Ancona
c2b3b7c1b7e32eedce4f0121813e3f54	Azerbaijanis
3385600	Dream (EP)
8af1f98d106892488064c783c969d1ef	Fredric Jameson
562078	Lương Khải Siêu
02a95207022c7ad14d268d2100f29146	Beagle 2
384168	Chính phủ bù nhìn
404532	Citroen
e1df899698a30fcc4966bcb3b0699f15	1001 Albums You Must Hear Before You Die
ef067dea4702fec4d59813fbebb88769	Ausangate
10648	Chu kỳ Meton
844151	Chiến tranh Minh-Việt (1407-1414)
3670927	Ashikaga Yoshihisa
638786d472c73d69819c28ff36776e6c	Chu Đức Uy
f37785fb51408e5d105cab147620fbec	Công viên Thiên niên kỷ
119221	Dương Kinh
7892fa0b97a3a32b0be974d9085233d9	Central Security Service
9e453087cd4153cc0e1d21cfc3079ad0	Ares Vallis
463908	Cuộc nổi dậy ở Thất Sơn (1841)
7cbff88dd6c5d63c88ebbbbd971ad3c5	Thể loại:Thành lập thập kỷ 150 TCN
37292c8921482ecae0d1d7bc045c6b52	Georg Bleibtreu
006c85ad784c62b5f8ab81d3c6adfb5b	Vrbas
306030cef5f311e62d79055df1f78dd3	Baranya County
a35662b94a8615bd3ad52a4ab7aa58a9	Chữ số Attic
52886	Lviv
83388	Crom
839	Québec
529000	1614
3d1f4a259182d954e24fbc818f20f25d	4 April
231897	Lillian Gish
420944	Trận Dunkerque
107093	1941
26118	Gốm Chu Đậu-Mỹ Xá
3158377	Mỏ thủy ngân ở Almadén và Idrija
20503	7 tháng 9
412562	MiG-29SMT
aea991b5ea77fba4bb223667aa79ad38	Bettino Ricasoli
aa246496d324a55b21a44b60c7ba4afc	Dương Nhị Kha
2324097	Alenia C-27J Spartan
338105e9d3fa2b0442be634ddd652330	Barberton
3989f37dcf5ba9c52396a2542011e5e2	The Lair of the White Worm
bc2b63a1e6b1d5603983b2a3336f0a6f	Otranto
132994	Jersey
48595	Hoàn Kiếm
20352	22 tháng 6
2430001	Augustin Louis Cauchy
eb1047809fdebc34061853c300762fb1	Abraham Zacuto
530064	1162
a53c1fd98e1077e00aab3a7d99b69f69	Julian calendar
442088	Baruj Benacerraf
9d01c3dea06f30d6c7f0eef06a8226db	U xơ thần kinh
da366181550fdb02806c7ba9e6e85312	Académie Française
3761448be17dcbd8a4c6c21308e45e85	Alaska Interior
d1c4615b349489961de41934cd03dcd8	Thể loại:Sinh năm 1830
203033	Hưu Ninh
1610084	Cát Vinh
efc56390e5eb79269cf9837ecf15d875	Arpi
560072	Dân tộc học
c555c3c95b991c2daf1a05fda7c1370c	Du hành
1e7fb6557f7ff9457bbc28da7c2e1e25	Huân tước
7bca720678dfae126932a1df4b574b0a	Carol Reed
32bd68eacd791eed91584500c2023d55	Alexander Obrenovich
241904	Navarra
42237	Mikoyan
73dd5f9b23452ba147560b921ef73c25	Barmen
11686	Quy Nhơn
b983c9206387a7556748ae3d91d51d8a	Charles Taylor (triết gia)
2425999	Chu Hoàn
a27c31acbf57ed7ad828a73f610678d7	Molde FK
99197	Edinburgh
245071	Sân bay Talagi
525201	Cá heo
33a75322d98b8c26eaf3e8efee65d8ba	A Farewell to Arms (phim 1932)
fb05100eb8250adf05f33fb8e75d9d8d	Biểu tượng cộng sản
ed7f073a8a2de0dc708fac052bc944ff	Beeching Axe
abb9e2a5d68e5e99601025942946cf61	Bùi Vũ
867595	Tú tài
020e7bb140b92cfc88fbc91dcdf9ef40	2008-11-04
30808	David Livingstone
49914	162 (số)
366632	Bonheiden
eb829f02de06194e993cc52812822bb4	Edaphology
eef4b392706dc2ac0494243d1ca57a68	Olney, Buckinghamshire
7e98c850212c59393d77a406f64f7baf	Miran Shah
193205	Cao Tông
2566	Giờ
530125	1125
28602	.au
529648	1327
4c08da905dfa53158f24ce20a3ceaf75	Chiến binh báo đốm
2d2c724385d1d369c2cd66f87a028ef0	Danh sách các nhà tạo mẫu
e118eede1556648fdca61652a3476361	Col. Andrew Boyd
551481593ef115824d8b1d60d1aadab5	Ba La (phố Hà Đông, Hà Nội)
094b1360db832fbfa47e69ad4174b26b	George Salmon
530693	944
85334	Củ Chi
c5f3b2226b464d35bc1a638ee4a875fb	Giờ Viễn đông châu Âu
332026	Conquistador
f1effe3b51d392841b0b04f4ae32e3f7	Bài giảng đạo Vĩnh biệt
1612652	Arauca (tỉnh)
530280	1002
532027	Wikispecies
45bbf3657d99923a0256fbbaa48b77b2	Georgetown, Delaware
1279602	Thập niên 650
206721	Bang của Thụy Sĩ
0feee193e077d53787d2ec4475caed3c	.asso.fr
530009	1194
371701	Samuel Johnson
fd1f683987834fd0cdaf229391efff4c	General relativity
2edd05ad730c7b67fa2883ce0d860acd	Thế kỷ 3 TCN6
574130	Castle Rock, Colorado
79375	Giải thưởng Hồ Chí Minh đợt I
ef6cbfb7ff6b3d8b8b76c39afb1765d5	13 tháng năm
320262570296b7815c0fedbf8f3e728b	Eid al-Ghadeer
04ce9e784a530a7ceae9832995b13a28	Cliff Charlesworth
28419	Este
3c3850de293ad302fb233133be262ad2	Thế kỷ 2 TCN6
293983	Chiến tranh Thế giới thứ nhất
1463063	Hà Học Trạc
02f46d8829e05595423163046bef4634	Chùa Hiệp Giác
c300ebe6dcd5a6b48a1d22ac73aa131c	Connecticut gubernatorial election, 1816
540a483225c381796838b05972cf6772	Duy nhất Thần giáo
3270084	Danh sách giải thưởng của SNSD
2325102	Lars Onsager
570890	Vương quốc Castilla
89920	Kiến An
a54fbed1d5ae459e7b70838e1b42ddc8	Kim Hyde
3145807	Bahá'u'lláh
2972	Lịch sử Hoa Kỳ
60999	Bắc
867672ec7f5c481d37d65c38409c07dd	Cochinchina
835381	3623 Chaplin
161895	Ceres (hành tinh lùn)
126870	Tàu tuần dương
1243700	Đông Lỗ, Hiệp Hòa
231881	Chiến dịch Khalkhyn Gol
1279581	Thập niên 450
773f19871319e8802cb9382694b2e110	Hoàng đế Byzantine
18a71f4a413991504f09efe53eb52779	Thể loại:Thành lập thập kỷ 1330
528868	1723
9f9277ade5948a2544217e8a25538303	Agattu
1343102	Chalkida
88e188cea56d0e07c1b0e0ec3443bfed	Rebecca Henriette Mendelssohn Bartholdy
27311	Bính Tý
62125	Toulouse
ee8c1290eb1428c71565b77b39efe198	Danh hiệu (cách xưng hô)
19482	22 tháng 11
94823	Cộng hòa Nhân dân Ba Lan
41e442565d76bdf328fdd5c51be01bdc	A.S. Bari
530737	809
392187	1846
120774	Halldór Laxness
5910ec8c64133dafc8f790021f5b812a	Angen
529339	1677
446953	Học viện Quốc gia Hành chánh
8f24b863c40bafd4a08e62f2100f780e	Phép đổi biến
866402	Hiến Từ Thái hậu
530856	868
529391	1663
1279526	Thập niên 80
20294	23 tháng 5
12460	Hàng Châu
41325f29f589622a624bc060f1ee5f28	Coventry Climax
198673	Henrik Ibsen
cd2f4a9ab8230ef09b42aa5748f278dc	Handle System
77984	Aldous Huxley
728600646b5616fa9724b15714d75519	Rouse History of Mathematics
85817	Sinh đồ
64658	Guam
3161682	Chức vụ Quân đội nhân dân Việt Nam
119225	Bài toán Waring
2460752	Akdong Musician
861066	Euro 2012
40fd9fed3469418c5f8685fd9529a552	Tự học
497236	Bahá'í giáo
72661	Aaron Burr
62059	Chiến tranh Hán-Sở
c245a089dc52821c4d2331988db1a12b	Finlay Currie
590990	Binh biến Tây An
813661	Người Cuman
3518845	Danny Blanchflower
0af2a2dd94f3a1a997c459a12062e280	Cuộc nổi loạn Hōgen
89d1d691b62c38b8b047595b93cbf609	Chùa Khánh Hưng
4006d350edfb921f465214950b94eb9a	Dracula's Guest
42538	Quả cầu
22866	16 tháng 02
69976	Bremen
3176784	Lưu Thiệu Tư
3665652	Edwin M. Stanton
5e0ea6d0b7648df314eb3ac1592176e9	Danh sách hãng chế tạo máy bay M-P
50a604e2b70ce75aba156a68cc653c7a	Belgrade derby
1612686	Dong Thành
3256624	Thể loại:Bảo trì CS1: Văn bản dư
1244298	Hành Thịnh
3469	Chính thống giáo Đông phương
90847	Bảo Bình (chòm sao)
dc05f09ecf5c230b990207abc6b273c3	Bonneville (hố va chạm)
5f78f04cbfdc868ee0c22cc96a287ac7	Jōwa (thời kỳ Muromachi)
35748	Hải Dương (thành phố)
97866	Ba chị em họ Tống
546d4d22b7ac16b099d7aafe19411183	Số cửu giác
bf3872fac0293ceab67242eefe961144	Lê Kiệm
3644901	Jan Žižka
ba3bea0f2bdba6d21689c59181d35101	Andrei Tarkovsky
4668fb42afb2d47e7379a4b79858d092	Giọt nước trong biển cả
1277920	Chử Anh
242568	Airbus A310
1646679	Chiến tranh nhân dân giải phóng Macedonia
3145944	CIA Factbook
b0fe16910d6ce6a3884c463ac8b7ad39	Lasse Schöne
747061145ee581c788d339920cc73898	Hoàng A Tưởng
7d8ec95d91312723ecc54bce7c878386	Taranto.
2423771	Afonso I của Bồ Đào Nha
671	Lạng Sơn
3257611	Andrea Mantegna
590543	Cách mạng Tunisia
e472b4ff29eb15af116a71b9851a6834	Chu Ngập
99792	Sinh sản hữu tính
6827f9f6f8b8c7d366512fde14e72b39	Cecile Cooke
531125	745
3172104127e7b2b725149fec922a95a4	Jane Mayer
07d94546918139a24e8fd4bfc56768e6	Bicomplex number
98110	Nguyễn Công Hãng
4998	Danh sách quốc gia
111020	Bagdad thất thủ (1917)
267569	Mehmed V
498748	Cherkasy (tỉnh)
3264153	Dap Prampi Mesa Moha Chokchey
d243d83c2d06467a529cafb79ee905fe	Bộ luật Taihō
16822baa9124df00d1727ab8b1b38a8b	Kênh đào Nord‐Ostsee
659175425b4fb04cfb360331bd55fe38	Knabe
63483	1986
820794	Bedfordshire
2cfdd758692f4612ba12bc5cc93d40e1	Football League 1888–89
1644812	Gian Lorenzo Bernini
2264444	Gìn giữ hòa bình
690b7e9bd4941476ddd31521eafdf796	Frederick Bắc, Chúa Bắc
45a0ffe8f6373a2082d657ca914b3da9	Sự kiện
f4da8200941627c28802a87f34b52f84	Cúc (quần áo)
117154	Hannibal
446908	Giáo hoàng Agapêtô I
53417	Càn Long
798083	Hoàng đế La Mã Thần thánh
eb971a7657bd22227391d2cff12e71d9	Cộng hòa Dân tộc Ukraina
417495	Tang thương ngẫu lục
00eafcab9cdd5fcd65a0cd4d1620192c	ISO 15924
2217228	Các dinh thự Medici
fe65920c5fd3918b00077e4845c0ae7e	British Honduras
244310	Bầu cử trực tiếp
1345	Wikipedia
bec605a55710185c08c1af28ba96e756	Phá Đại doanh Giang Nam lần thứ nhất
1091cc1e78276240b53b7321867b3bd6	Cornelis de Houtman
59606f7e31722b12795bcba9716d25e4	Chính trị Canada
8aeb24527b8e58f0c0b7094924d48f98	Du kích
38781	Lịch sử Campuchia
fd73e920b3acf4d0c1c41dba6972926a	96747 Crespodasilva
71531	Lyon
51563	Hiến chương Liên Hiệp Quốc
11181	Hà Tĩnh
3654143	Bình đẳng nam nữ
58174	Liverpool
68131	Thánh Tông
c7533218d85ccc98494783780f58804f	Archon
3668743	Mahinthrathirat
530724	955
527877	Trận Leuthen
107882	Danh sách các tiểu bang Hoa Kỳ theo mật độ dân số
126786f310970d81fed1da3cd8edd21e	Aban
46437	1000 (số)
187411	Amapá
120969	.pm
186785	Apple Inc
578304	Thập niên 1740
5d287e141f6ffb2c010750a4bcff6741	Chiến tranh Illyria
9c369146bef0502168c407cdbe4d9550	Thể loại:Mất năm 1949
59915	Oslo
1340476	Callao
88306	Thành Gia Định
419494	Bộ lưu trữ lịch sử toán học MacTutor
36347	Silesia
107900	Hà Thành đầu độc
144111	Henry Cavendish
7e05f3acebf55bcb977dab63e76c860a	Chiến tranh Áo-Thổ Nhĩ Kỳ (1787-1791)
18e1c81ac539447e72d17f9680147f5a	Genroku
0e4960b9463e4d6417ef1db53a008fb8	Hội đồng lập pháp cộng hòa (Bồ Đào Nha)
01cb21af77bef2f9c20cb9b25efe48ff	BT Group
2bf79a444a296e872fa7931c002eb2dd	Ifriqiyah
01594d1b000d23feaecbe588af38bad2	Homo erectus soloensis
638296ec6f3e77d2f50653f14f6d5dd8	Chùa Bồ Đề (Sài Gòn)
1672cc35edd8403ad9c461e79126cfba	Ellen Hammer
b9c6d381b486076ffa150a05b99127d7	Thể loại:Thành lập thập kỷ 910
6e110b722daab3cb2fe5eb1fe3fa3586	Alexander Stepanovich Popov
63327	1994
541122	23 TCN
3291806	2022
2412468	Álvaro Obregón
338708b053c9cc2f39fcb3a132631d24	Giải thưởng Khoa học kinh tế của Ngân hàng Thuỵ Điển để tưởng nhớ Alfred Nobel
3693894	Lý Hóa Long
2461136	Mạnh Sưởng
183372	Anatolia
540848	120
346339	Boris Becker
8e6a51ef4c34d07266e7baa268148fb2	Elevation Tour
1250847	Nam Cao, Kiến Xương
530248	1066
518774	Hồi mã thương
a63c1e9ca78d3cbd46e4c37a90f095c2	Benten Daiba
259252fbfb1436b35ae482be75ae4f48	Thể loại:Thành lập thập kỷ 1570
a2b2e15e4262f570c4523077f828cd23	Dudley Bắc (kinh tế)
dd94de15c2b0bfb9efc4a2037ffb5b24	Chính phủ Romania
2461175	Christoph Scheiner
b1ddde392c82d50482ed73e17a64e944	Utrecht University
42024	Nguyễn Văn Tường
6200f29d669d049c662de58d281da8f3	Weissenbach
e2cda3e5ae5753f8c35b6bb3e7fc3f84	Bank of Estonia
252647	Jesse Metcalfe
3187005	Nguyễn Ngọc Lễ
0c62c152263b158ad355f58a59401d32	A Bố Nại
2353829	Eid al-Fitr
28606	.ba
30b791ea41540ecdcc2edd83ecdfab94	Civil war in Afghanistan (1996–2001)
29937	Air Vietnam
a7cfcc48180d67b07399799b181e79b6	Luật Torah
7292dff6565bc9b23daa4d9e7c0bfd41	Bá chủ
799ba4ba150df4b98eac68c63273ac04	France 24
44870b37b56a71da8c4d38b0b0b4f29a	Aquae
541539	123 TCN
209394	Châu Giang (huyện)
4a4de7aa4553a1bd4fea73042d479f6b	Robot Chicken
b5377459a039bcfc9834f3b7e98dfa9d	Hồng y Giám mục
523796	1787
532607	Kenny G (album)
27332	Quý Tỵ
24981	Hải lý
9661a8b77ca5aa7d37bb1bd53d0ba269	Thể loại:Phá hủy thập kỷ 110 TCN
ca8f97088ebf477277a136020c4d721a	1928 Democratic National Convention
7eccfd87732fbe8c7d28bbc42305c1a6	John I, Công tước xứ Bavaria
6033	Báo sư tử
13475	Eris (hành tinh lùn)
182961	Bram Stoker
34f3af891bce262f79294f458ea3e995	Anh em Goncourt
b4d3727c15e8120a2b65df60b867fe9a	Canh tác không cày xới
eb7833106ec12b90c6543adf5f1dcc44	Alexandre Maître, Hầu tước xứ Bay
578316	Thập niên 1640
399700	Hán Nguyên Đế
65ff4daa6251e0926d0764b5d8fadab3	2492 TCN
529373	1694
659b30ddfc03d6950307fb56bae261e0	Sam Burfoot
9db0a2a072affbdeada99cd498213cc2	Quốc huy của Campuchia
3670914	Ashikaga Yoshinori
34834	Chúa Trịnh
530611	920
d4f0d4945329c0f4ad37966cca803583	Alpamayo
297716	Dương Trọng Tế
530685	935
412241	Huyện của Đức
3fb2d8c8bd9a1a889ddba89a318b8fed	Bộ sưu tập Nghệ thuật Liên Hiệp Quốc
529837	Babylon
295946	Chủ nghĩa duy lý
ffb50b05e0947994d3b54b2eb54f87a5	Juice Newton
530578	960
cc6d589c28c9d056c400756bad295a69	Lâu đài Ferrières
3216001	Vua Tây Ban Nha
243411	FIFA Club World Cup
af985aa4f315a7a49c794ed9c7aa3904	All Media Network
117120	Cyrus Đại đế
1242692	Bình Dân, Kim Thành
a6da95f57b8c549066f4ddf4ee9422e5	Clarence Douglas Dillon
3307084	Công chúa Christina của Hà Lan
31380	Đế quốc Ottoman
e3875b722edb3ded1117ea4ef2a7bc94	Toghril el Malun
147138	Nero
15247	Bảo Đại
6250cb3fd250b10176c3b73c06fd15ee	Edward Delaval
94db2495f9f22d3f4020aad8a413deb6	Gateway Region
571684	Hổ Bali
503135	Chủ tịch nước
343852	Alger
86487	Danh sách máy bay
6420	Hóa học vật lý
20595	22 tháng 10
404b2362d5800879a4929a70cb89ac68	Jōhō
b6d4f69b46b424995a3ad2340043dcda	3500 TCN
e6bb71944649dd8659da7b5a94aaceec	Hasan M. Balyuzi
253234	Gia tộc Minamoto
48222	Vua
1095522	Martin Kamen
3256349	Cúp các đội vô địch bóng đá quốc gia châu Âu
fe1b40fe4b3bd2f8bc488058b084e9a9	Kiwitea Street
3336761	François Joseph Lefebvre
51b9f3a8cd0549c75693b29efea24975	Chiến tranh độc lập România
516480	Bandol
986ab716e470efcf356369d19cbba41c	Danh sách Nghị quyết Liên Hiệp Quốc liên quan tới Lebanon
d7b65abf3f5ec3bdb29882c1c0f7c02a	Anna Roosevelt Halsted
ba1d1a69f174f52f387342e6a9e2b7f0	Abel Wolman
19451	Bia (đồ uống)
3219067	Hiệp hội Khoa học Thái Bình Dương
3636075	Elsword
80e7dfcfec6017ccce157e58ebbb876a	Bataille de Leipzig 1813
25274	Công đồng Vaticanô II
204763	Truyện cổ tích
236813	Quân chủ tháng Bảy
1333042a1c4fdcc18e57508d9b810cfa	Don Quixote (Picasso)
409770	Tuyên truyền
6993d087d17425c0c0d6e0e7d2ee87df	Biến Tào Thạch
d0cfb6d38b5cef1c25a7f84ff6516d6a	Meister Eckhart
499268	Jaroslav Heyrovský
397e467dbe9ecf6590eb1fd83d7eb217	Lý thuyết hệ động lực
37279	Everest
1127380	Roberto Di Matteo
18467bf5a1e78a469dbc0730db244846	Bom hydrogen
61375	Nội chiến Hoa Kỳ
40e2c57e48a5de2e2eb846d670e053cc	Andrzej W. Schally
2286986	Hiến Tổ
120660	Grazia Deledda
531323	610
370088	Alfred Hermann Fried
f9c2e6e4f3c8deff29a9f2add61187e8	Barbara Metcalf
2234	Hydrogen
db6cf75cb9f559f67bd5add7d78de961	Physical Society
00c426a9dd03ba2148ead833e13fda23	Taifa
176044	Chiến tranh Genpei
530276	1011
799627	Người Thổ Nhĩ Kỳ
56f04c7f50eabf58b198159d1c3ba79c	Thể loại:Sinh năm 1888
41399	Lê Văn Viễn
3686229	Alan
23c87ab9217fd43f97c6d9921bddd179	Tu chính án V Hiến pháp Hoa Kỳ
2456521	Kinh Talmud
40517cc980acf73e6cf098ae53928657	Danh sách máy bay dân dụng cỡ lớn địa phương
27780	Francesco Di Giorgio Martini
02993865712b18950739b4c390e74aec	Hawick Burghs (Đơn vị bầu cử Nghị viện Anh)
27863b1747988801db77cd2b54197552	Hải chiến Bành Hồ
a710446074c442be73ee09749aa0798a	Düsseldorf-Altstadt
501762	Revenge (lớp thiết giáp hạm)
271519	Emmy Noether
a2056471891dbb6629d5813f41232b70	Eddie McCreadie
1127305	Cao Ly Thần Tông
e6b667ab035fd4e7d6ac8d433e7b2dd7	An Long
2412c6a0b2064e5a0a8f7b2666e04cbe	Minh thể
136748	Danh sách tiểu bang Hoa Kỳ theo ngày trở thành tiểu bang
1296be58f6319eae78bd65fae7073d68	Jean, Đại Công tước Luxembourg
3142600	Lưu Minh Truyền
53943	Ampe
819155	Bình Minh, Kiến Xương
1104f67a767ac4c02366de57fad5ddf2	Bãi miễn
12487	Người Bạch
802431	Eugène Pottier
6e217458f48618ce3ac5cf3cb58bca76	Rony Brauman
acb7e267111db605f3061296e4fe0bea	Cecilia Bowes-Lyon, Bá nương xứ Strathmore và Kinghorne
7aae4c9a770e63418d6cf5a41ec9210d	Ong ký sinh
9274fd65d4b60f28132f8dfcd7f102fc	Stephen Decatur
a9da1338048db982c6d826316445d167	Internet Assigned Numbers Authority
3683282	Hình tượng con Cò trong văn hóa
1e8815662c5c17b81444366c40d01d7f	Phản Thanh phục Minh
511411	Fernando II của Aragon
371283	Carlos Saavedra Lamas
281361	Tạp chí
201892	Giam Lợi
db954e1835dbc9a1bb9897ccdc334fc1	Chery
a71ca91a9d4e8590a7b2461b2b238abd	Chiến tranh Nine
e848701f6e72d6e5613490c13ce7c560	Coat of arms of Ba Lan
863f87d189e799e367f548bfde67a802	Beit Hanoun
9e8317b854d469956b28e9908a17dc6a	Eien
51218	Nguyễn Tri Phương
42008	Khải Định
13245e46d82a040f368f5c6b28cd8555	Công trình khoa học
1330807	Thượng Dương hoàng hậu
2272127	Nước chư hầu
1279584	Thập niên 480
5bd040d7b7c89219b27e9dc720b1d318	Châu Ổ
258723	Chùa Cây Mai
792144	Hermann Staudinger
387967	Heinrich Otto Wieland
e06212f5cb31657f28c4dd5df0ae7767	Ben Kiernan
4deadc8ba03446d5a754d80d545e7326	MV Liemba
c2f91a3bbac2038dd47c29bde1cfc1a2	Boleslaus I of Poland
247132	Lê Duy Mật
1f1ec4bd47053b37f923196f8e2efae8	Chum
44592	Phà
3512	Tháng một
a58645d1195e840e38075fdd8f103129	Cộng hòa Xã hội chủ nghĩa Tiệp Khắc
3426591	Chất keo
408416	Herrsching am Ammersee
230706	Cam Châu
163204	Bình Xuyên
371350	Emily Greene Balch
3211390	Anode
1645871	Chiến tranh nhân dân giải phóng Albania
528999	1613
522511	Ron Howard
1683377	Cerdocyon
245851	Ardashir I
3ba001a9b931af7a50e13ef79db216e4	Dodo von Knyphausen
8f93956144929f8f98573e49106f919f	Đấu súng
231799	Louis-Philippe I của Pháp
0f38c3e66f7680e9d07cd12e18e03208	Amazonas (Brazilian bang)
69405	Augusto Pinochet
578319	Thập niên 1630
da062cb68fb2459296538532058d01ec	Công viên Tiểu bang thác Cumberland
68290	Napoli
3691620	Ngày Sabát
02eed4e7b7faca129b535f6cef345ed8	Arthur Rosenfeld
3251382	All the Man That I Need
1091f0c08a10d843c984ef2074fd2c28	Ainslie Thomas Embree
529577	1580
188afd798be3add7aef71e3eaa5ef925	A Ba Thái
55c8a0718ed10ff8b4831a48895c55c9	Kỷ nguyên Kitô
633a580d4dd0e6b8060353cc2686b730	Chất liệu cảm giác
