109567	Gothic
130161	Quang Trung
852	Anh Quốc
29be6cf2a10a08f5187692d56f6ce11b	Advising bank
3703985	Benfica
346626	Bảo chính đoàn
530235	1078
27353	Giáp Dần
74176	Bonn
1108a5d4511b93f6cdbc6314d036ae92	Danh sách sao theo chòm sao
20417	23 tháng 7
30259	Deutsche Presse-Agentur
da4f50b8d5da30b262af8811dfcfe25e	Louise Marie de Bourbon Adélaïde
3943	Hà Nam
54287afccac0d5f9bd485a7aaf9279a5	Aedile
25b099bf607972a6e81171bec582a5d5	.au (định dạng tập tin)
64df155db0363e123b7954c84c4a25a4	18 Til I Die
49910	159 (số)
064d5ba0db86bbe22fdfefaa36aebc9d	Miami News
323098	Seocheon
3392569	Chiến tranh Tây Ban Nha-Mỹ
447141	Chiến dịch Baltic (1944)
5b644a8d63a8110a6d017490ea58e9b1	Abd-ar-Rahman I
3189828	Dê Boer
d5b31d2661c55c6acf2797ed80985a87	Công ty Coca-Cola
24014	Thế kỷ 19
6d17f9fdde1eb171efc22e6aaaf3f760	Cháo gà
472393	Thiên hoàng Go-Toba
528869	1724
3cf3b17170e2a3b54405fb21fff4dfd8	Cap-Haïtien
2459629	Charles Hard Townes
268489	Abdul Hamid I
00ccf1409da4e213e4e7a17472e09fdc	Cleveite
42993	Huân chương Độc lập
b92183cb63e3aef98ff5890b65b5a456	HMS Resolution (1654)
530437	1461
ca579e81bc3c676c02a078c13cbb7995	Chiến dịch Quảng Nam
77f474a08d9ab0d669528567d179132f	Abstract and concrete
3b628092480937f8c009457f6ff74bc2	John Nance Garner
2222491	August Kekulé
799dded2ee7d99894a2a517d8a9ad30c	Lịch Bengal
575098	Knoxville, Tennessee
4bfc55ef05c67a2773c9d098b1e90853	Ahmad Shah Massoud
8781abd84435c97afdf8d735f39b9f92	Antisuyu
124793	Bạch Mi đạo nhân
2eac4e2ffff648c0b4b73b37b3e0a86f	Connecticut Western Reserve
84980	Hồ Hán Thương
b687c5dee631695915bc2181cba2f339	Chimborazo (volcano)
41bb6465e8c8baf1fb75eb7a2a3e7a37	Berichte der deutschen chemischen Gesellschaft
529569	1586
6517	Nghệ thuật
86908	Vũ Tông Phan
116771	Vũ Văn Nhậm
e77d2afa4363dad35c713745802d7bee	Channel 4
1761192	Định danh PubMed
533232	325
b1f3bda4676bef980e4a83fba0e9da76	AGM-28 Hound Dog
531118	739
27186	Dã thự
1746859	Augustus (danh hiệu)
136936	Aage Niels Bohr
9c576d81d0113fee2e2d6b69df216f11	Come On (CNBLUE song)
5540	Không gian đa chiều
574407	Cortez, Colorado
529187	1547
42154	Lê Hoàn
257888	Bắc Chu
b9fc34ad3828610ba2744f189cd6bf46	1st century BC
6ab5dbe1f3e69ba47f19736a9be7e343	Albert A. Michelson
541543	126 TCN
17601	1 tháng 6
21944	1972
2414264	Arieh Warshel
b7b6e0b7d95bedbe60d7a69593f62104	Alaska North Slope
299727	Phạm Hy Lượng
462708	Chiến dịch Flaming Dart
2448836	Alexandra của Đan Mạch
27907	Hans Christian Andersen
141478804edd088290b298b0252f1a6d	Danh sách sân bay theo mã IATA: Z
2468abd98faf2813bbfa4c0cca0736f2	Al Uqsur
529602	1565
69690	Minh Trị Duy tân
99595	The O.C.
529166	1533
9571	Bill Clinton
11894da86b8871adf05372be7cc6aad3	CA Paris-Charenton
30807	Gió Mặt Trời
531907	454
264734	Văn tế
20561	4 tháng 10
798167	Người Nga
11962	Thập địa kinh
36300	Winston Churchill
383108	Hán Tuyên Đế
e95ddc98fe1c507b21dbba6a1050d342	Antoine Deparcieux
1221161	Andriy Shevchenko
6604	Cuốn theo chiều gió
589380	Cộng hòa tổng thống
740f18a97a9bee50003bf3c78763a1fc	Atlas Group
d657b18b4be2d01c2b993b6e3599ee7a	Lịch Hồi giáo dạng bảng
281989	Âm dương lịch
2436446	Lý Tòng Ích
ab6b2ea695e058232cb2879a3b1c5dcd	Bill Pogue
27299	Bính Dần
4b918f42b969d692f7c84cad6e0c87cf	Fortun I của Pamplona
20623	6 tháng 11
782657	Thường Thắng Quân
262959	Cởi Mở
2c423e0c1d3876f6c0161f90345b71de	Thể loại:Phá hủy thập kỷ 70 TCN
531894	467
a9126c639c60ff7677a6606811ae1c62	Chiến dịch lịch sử của quân đội La Mã
e17cd94bdcd696250636a076deb4728a	Các tình nguyện viên Ulster
f6773027896ef8c057129b496447ed5f	West Point, New York
27358	Kỷ Mùi
e142ad459d97d9c5e0dc0bfd5e3f86ff	Comma-separated values
f6f5e46dd844dd680d80db5c79134a87	Bánh đúc ngô
cf320544e3416eca19bc9bdd15535893	Khổng Hữu Đức
31442	John Lennon
529197	1557
107886	1915
392166	1833
05b0870b14cbeb1fc49f28c4cc261e17	Jean-Baptiste Kleber
528921	1755
2452848	Eilhard Mitscherlich
102498	Danh sách hãng chế tạo động cơ máy bay
829037	Trần Ngọc Thành
2432	Albert Einstein
32269	Gustave Eiffel
d76a28ac77f7dfdb6316e461880e4242	World Wide Words
423188	Bongheat
462253	Chiến dịch Mã Lai
106637	Goa
fd993e078f6dcfe95d69974167403625	Trung cấp (học vi)
145943	Robert E. Lee
529302	1652
457b324a8c8df6091df5db51971df967	Thời kỳ Mặc Diên
7e9630bf8eb736ad5a306a363f639f5f	Mas'ud III của Ghazni
61404	Nguyễn Trung Trực
805bc87ec37dc6b8d3a321a34fe9b0a7	AtGoogleTalks
5c6e03e330d23db3b0f992916ee35ad4	Chứng nghẽn mạch
7783	Ampe kế
8782074	Bát Nhĩ Tế Cát Đặc phế hậu
ea6d48dc7e015c01aa577788ed651dfd	Dãy núi Cumberland
20075	10 tháng 1
20ea1a88865a4fe6b1bdfc37c6f252c6	Christopher Hansteen
104932	.ie
529974	1306
78219	Danh sách vũ khí trên máy bay
529384	1668
cc69edb5988fed5be3e95c017fcbebe3	Lịch Celt
8246268c12786b992e7c03aa0b0b26d1	Chủ nghĩa siêu quốc gia
e8acbea808fe55b16f0fd824e6d4221a	Cornell University Press
202107	Cưu Giang
3270432	Rock music
540685	Sông Niagara
51959	Ngô Đình Nhu
321245	Albert I của Đức
27315	Mậu Dần
174c7b2efa7279087865d61711c28b36	James Dwight Dana
128599ed64381b044aee22c28361c6b9	Accademia di Belle Arti
32586	Bão nhiệt đới
c7a2d6476b9bac558cfb21d27bc8ea4c	Danh sách sân bay theo mã ICAO: G
3209935	Biệt động quân Biên phòng
85545	Danh sách tiểu bang Hoa Kỳ theo dân số
2954a24cdce2a4dad3b0c6e7f27d3f43	Ciliates
32602	Nguyễn Thánh Tổ
f8953a0e72796cca0f1b7a70fc18c5b0	Allen J. Bard
15d4602f39ef54cfb198b6675e172c70	Dương Đình Nghệ (định hướng)
62897	Benito Mussolini
599d1e46da4eade306ab2b1049b3c9fe	Của ông Mahmud
541111	12 TCN
1585211	Henry VI của Anh
57668	Thế kỷ 1
36956	Cá
96ada9e1783f1bb8a093fb2124865292	Thể loại:Sinh thập kỷ 0 TCN
2218416	Svante Arrhenius
fd7f2e194cbaef9f84bcff23c587fe89	Lịch Java
403372	Bộ Gia cư và Phát triển Đô thị Hoa Kỳ
529138	1530
6162	Nunavut
415709	Aurich
37565	Cameroon
c39b986bb08c6f745d95ccc0adb53613	Bound to Rise
2d08c68eb88a7899fd249f7894f86b71	Antium
540917	33
136097	Trà Cổ
147129	Văn học Anh
2354473	Hội nghị hòa bình Paris, 1919
116040	Dublin
34524fba8b9fc24015a18ad736dd8c7d	Cao đẳng Tây Colorado
523787	1788
89422	Bệnh dại
c75570d583bbf1851fe522a8abf260b1	Bốc thăm chung kết giải vô địch bóng đá thế giới
544502	Andrei Konstantinovich Geim
528860	1717
188415	Chương Cống
306183	Auguste Rodin
2fad3d0973cb1d64d95a436f0619b568	Danh sách Di sản thế giới tại Ba Lan
8150c1a39a4cf957a45c88ed81abac2d	HMS Beagle (1820)
7462	Lời kêu gọi toàn quốc kháng chiến
530040	1177
ae661ea455d932aad28c1006c52842ba	Chu Do Tùng
189271	Charles I của Anh
123707	Gà
c7f2a8fc167ebf958bf46386803d471a	Thời kỳ Thiên Chính (Momoyama)
541100	3 TCN
12072	Bát thập chủng hảo
817077	Tĩnh Hải quân
20347	20 tháng 6
218353	Asunción
3441	Thứ Năm
20621	5 tháng 11
39559	Jordan
20464	16 tháng 8
20636	12 tháng 11
ef22bf4b780135dee6a2fdcfcac466da	Từ Táo
73905	Friedrich Nietzsche
b26f88308c12ff464292b73e5237b3d6	Anhalt-Dessau
528701	1712
60544	Kiều Công Tiễn
827525	Desmond Tutu
f04bec076b67266436c2d3031b40b6f9	Nền dân trị Mỹ
131849	Cao Ngọc Anh
611207d32d386f34a70d5fb42d927f92	3999 (số)
576997	Lý Bách Dược
2b1bb790d475771dc5be9e186e7bfe8a	Cuộc chiến bí mật
74dd3e5b5fadd41d6d435149962f3d65	Bạo chúa của Syracuse
105879	Những người đoạt giải Nobel Văn chương
e3c00ceaa422520d3130399b6fd40ef9	Hội Việt Nam cách mạng thanh niên
49325	Thế kỷ 12
84628	Mikoyan-Gurevich I-222
529249	1635
3642341	Bắc thuộc lần 1
799194	André Villas-Boas
2264514	Bí tích
28589	.al
608847d7f19ea79773069a210cefca85	Alexei Alexeyevich Abrikosov
5eb0d9f4c5ce3a6095388bb628a50f17	Vũ Huy Huyến
09566715be9e5f778a2230f7ff475bf5	Karl Hjalmar Branting
812776	Danh sách thành phố Serbia
306079	Philip II của Tây Ban Nha
530461	1481
2109f39206e223bf058311a894aeaeee	Bóng đá tại Pháp
f1885e123d10afc60ad088558da73093	Bahá'ís
6902	Wiktionary
264490	Sicilia
05d263cd2822ce1efc112a869cc516f7	Cha Sáng lập
499933	Nguyễn Bá Loan
470494	Thể loại:Mất thập kỷ 180 TCN
3634703	Nhà khảo cổ
38762	Azerbaijan
2393263	Rapper
626b64b4b5344cf001498d54c7f20f1b	Abu'l-Hasan al-Uqlidisi
3306309	Jacques de Vaucanson
3349635	2199
12461	Bắc Kinh
c949ff55a4b0141a7317563abcdce7ff	Thể loại:Kiến trúc thập kỷ 1820
bcb6238d18e054a787746620ace663ab	Bệnh tim mạch
c3ac8c899b86c0c4fbc5b270321e73e5	John Gower
184001	Người Ý
10727	Chữ số Ả Rập
3701202	Bộ Công
541056	644
64538	Hạ viện Hoa Kỳ
529909	1246
213847	Chiến tranh Áo-Phổ
65514	Dự án Gutenberg
20579	13 tháng 10
529306	1660
cf62b68792a1998bee5fbdc8c98cca6a	Cờ hiệu màu đỏ của Canada
ae942619740c42b9c1ecf96d7ad06cba	Arshad Vohra
529370	1692
530493	1483
151081	ISO 3166-2:AR
99cb7942fa4f11554ac84a22b9cbc03f	Kết tinh
397240	Corneille Heymans
1445784	Thể loại:Sinh thập kỷ 670
120299	Sinclair Lewis
8bfd0230604aa818c9691a02b16fbd29	Pierre Balmain
9f7020e74279bd9bf9325592cf13d4b6	2012 WTA Tour
835510	3753 Cruithne
490742	Ngọ
3c2919ffbf3216a2590e848e297d4974	Công chúa María de la Paz của Tây Ban Nha
28923	Mai Hắc Đế
f38731b838597e49c34d836f392910aa	Cục Cảnh sát Hoa Kỳ
3439	Thứ Ba
12202	Nhà Tùy
57656	Thế kỷ 9
402429	Thuận Trị
201775	1779
3224265	Cuộc xâm lược Luxembourg
802145	Fable
bfb25255401207b87fc0246df00d1cf4	Circus (công trình xây dựng)
26753	2001
621df4d23d5c38ce2e3d327503a04889	Genetics (journal)
450953	Jürgen Habermas
3643174	Sri Suriyendra
53414	Hồng Tú Toàn
820304	Barnstable, Massachusetts
20224	18 tháng 3
578379	Thập niên 1220
584168	Christopher Duffy
5dad0b1fe6a7c56e1d6a3b4d5c1d1cea	Jacques Charles François Sturm
5ffeee48efc5b1f5115f8e16b0d8e735	Cua trong biểu tượng văn hóa
1f166db78e4e57ced721dbd566caf220	Cựu cầu thủ/HLV
1279631	Thập niên 950
357286	Hiệp Hòa
408090	Antoninus Pius
530916	794
135540	Athens
dcab886f6b7eb9845244f03746bec51e	1998 United States embassy bombings
18905	Máy đo lượng mưa
a1c0f8a946af58ccb91e50cd012195a7	Tu chính án III Hiến pháp Hoa Kỳ
528935	1768
a991caa21b5dffb83b7cf42303cace23	Constance Garnett
8584ac772560f1905fe424f226b65cf2	General American
208938	Harvard University
bdfeb0f6d34ce2aca414e66681344288	Năm thường
da37b007e2c97fe6af963ffecb3b881d	Thể loại:Thành lập thập kỷ 720
62746	Andes
79045	Manchester City F.C.
57895	Đại học Quốc gia Moskva
6547c834943a343a7fb06abe4fa68876	Hướng gió
35484	Basileus
b5258165ac7fafe0a868541f56f0e843	El Qaddafi
14965	Kashmir
7655893	Danh sách người đoạt giải Nobel Kinh tế
20263	6 tháng 5
4353	Liên Xô
62407	Alex Ferguson
504192	Duisburg
5632	Axit
131781566a5b6739deefcdee6ac02942	Chiến tranh México–Mỹ
17d3999ed4cb2f2397e77503e0414464	Thời kỳ Văn Hóa
75021	Liên đại Hiển sinh
d2fc8be2fb4e9872118affe5848e01c8	American Idols LIVE! Tour 2006
100781	Nikita Sergeyevich Khrushchyov
256173	Chuyến thăm Trung Quốc của Richard Nixon
8617	ISO (định hướng)
152683	Bầu cử sơ bộ tổng thống Hoa Kỳ
d189ae3e152506a8c6cf2fa1e7250a28	Banu Hilal
3683312	Hình tượng Bồ câu trong văn hóa
120474	Bjørnstjerne Bjørnson
e3ce245e5c2cdf5cfcff62c95e7e59c9	Alumnus
2b1353d2b4201f24d8f3371f5a3364ac	Bayreuth Gymnasium
3638829	Vịnh Mexico
4759	Nam Định
98385	Hirohito
d37a670deca3027da3e8f5ec6032b260	Viện tiêu chuẩn quốc gia Mỹ
80806	F-4
531184	720
97cfb0edd25626217eb4d740cebd7d7c	Albert Einstein trong văn hóa đại chúng
541519	104 TCN
120470	André Gide
3af43b2eb9679420e2cc4153b278cf18	Bệnh Scobat
dfcea2ed5c511448fa0a0f635da056fc	Aleksandr Nikolayevich Yakovlev
117486	Lê Anh Xuân
531075	1397
1445780	Thể loại:Sinh thập kỷ 710
247351	Nguyễn Đức Đạt
3184757	Mrs. Doubtfire
f226af98065b48209677440a8d4070c4	Khu giải phóng Việt Bắc
573ce5ff7e6b025c9464b7455eafb1bd	Beatrice của Anh
875117bb20dec1af2dd16f62f7333aba	Dam Khing Jŭ
578381	Thập niên 1210
a3f38ef9dd1220b2c31eba4a7aa717b3	Barry Marshall
103769	.do
529156	1515
20128	3 tháng 2
1e269926c49728e425dff70e5adcaf5f	Novelist
20388	9 tháng 7
f9f0eb34fd3b37691b01749cee501d64	Alps Dinaric
20505	8 tháng 9
67e9d10dab85d0d75de82c6456daed1b	Arie Deri
372931	Jacques-Louis David
352194	Trận thành Gia Định, 1859
530079	1152
34151	Cầu Long Biên
da4f14dfaee2ccc3ee3fff27cd3ef0c1	Economic history of the United States
46823	Chữ Hán phồn thể
49380c041e5c661cb412568dad73ea32	Thể loại:Phá hủy thập kỷ 1480
1279580	Thập niên 440
0c66bc5d5274abdff8ab8bcaff655e9a	Chu Tuyên
53651	Thể loại:Mất thập kỷ 1170
23f77c63a958f49e3113b07efce973aa	Bury St Edmunds
b12ad515ea4e641314d92adc09d6f000	Geneviève Laporte
3349408	2038
3261041	Hijra (Hồi giáo)
541027	619
7dd21afff3a9cef518b6a8f8383cb59e	Braslav của Croatia Pannonia
445596	Chiến dịch Kharkov (1941)
1445779	Thể loại:Sinh thập kỷ 720
3639335	Debsirindra
541524	109 TCN
640319	Boulogne
53701	Thể loại:Sinh thập kỷ 1420
41244	Air Force One
337885	Lưu Diễm
3683308	Hình tượng con Gà trong văn hóa
16098	Cao ủy Liên Hiệp Quốc về người tị nạn
bbf66d61bd82deeb31dad267cfc357c3	Chủ nghĩa bài Pháp
328981	Khối phía đông
530306	1022
24107	5000 (số)
991e4c76943ba83ac9b5f41d9688d8f9	Brazile
fde01a77c268789c1a4b86b937ef9584	Anne Marie of Orléans
3723	Israel
365720eea3f3e975f8cb62dc7c85f2c8	Dr William Hayes
3173545	Apollo 13
541047	636
039f179cb87dff77d59bca2c29bbf579	Benjamin Bourne
20627	8 tháng 11
2261197	Frederick Sanger
91e1e3286a1d8d7f8a76d669f3a1c7a8	Charlotte Dundas
105250	Cải cách ruộng đất tại Việt Nam
1243892	Đức Thắng, Hiệp Hòa
230726	Glock
20083	12 tháng 1
541506	95 TCN
7c2b115a9ece463e2fe88f974a4359a1	Lord Chancellor
11815436	BBC World News
bc7a8c0cb0cacaf0b0dcefb9ff60ade7	Ivan Ranger
528914	1749
3157865	Bệnh Crohn
b07a4abd2d37df071b8fb38aa0abea0c	Harry Augustus Garfield
31543	Thế kỷ 20
25521	George Washington
20613	1 tháng 11
530503	1493
94768	Andhra Pradesh
42495	Loạn 12 sứ quân
115503	Curtiss P-40 Warhawk
f46284215d1c81b16814986d4d659fb4	1880s in Western fashion
540855	115
20722	31 tháng 12
531186	722
117350	Chữ Hán giản thể
53773	Thể loại:Sinh thập kỷ 1770
3241607	Dê núi
3676fbcf0c2fce6b9c8a390985543c6d	An ninh Thế giới
8da38049b2e450f650f8ed6e53d93b77	Berlin-Pankow
12320	Nhà Đường
20548	28 tháng 9
31485	.bh
b92aafd0d3e862befc580e66f07cc377	"Making the Artist"
71e62b6c8461969a5ab0601355f118db	Bình thoại Quảng Tây
3fcff1bd39cfb4ae17aac3175750e889	British monarchy
190301	Edward III của Anh
403863	Anières
127177724265d525f7fe94bf2efe67ff	Bốn yếu tố của kiến trúc
57663	Thế kỷ 5
370323	Christian Lous Lange
3180715	Fryderyk Chopin
982395	Lều
104612	Giorgos Seferis
3144274	Ai là người Do Thái?
144ec20b1c80b5f42285573bb470af23	APEC New Zealand 1999
73dd5f9b23452ba147560b921ef73c25	Barmen
670f81f228bf22e7df2118062ae273a6	Danh sách máy bay của RCN
145599	Nguyễn Đức Cảnh
c8a601fb2878a6513a9e8d6438eec6c7	A Man and His Music
528983	1609
527132	Bạch đàn
2218030	Carus
3349526	2062
530594	905
5402	Hoa kiều
248395	Giáo xứ
152403	Bucharest
528480	1704
fcf7a9f6e825041df4f03aaa85036b9b	Thập niên 1070 TCN
530975	1378
778112	Aillon-le-Vieux
264821	Giuse Maria Trịnh Văn Căn
20367	29 tháng 6
2427717	All Things Must Pass
76bee8a1757c19d4520774d9edb9c673	Medicine (Kilmt Painting)
23585	0 TCN
229931	Dương Bá Trạc
eb1eb71ff50aeb9bbc357d8edadb243d	Bertha's Christmas Vision
0e06730552ee1f4280d98b60be0323ea	Katazome
efddac861949ce883fb6a596e663e63b	Johann Christoph Bach
1279616	Thập niên 800
2261295	Dorothy Crowfoot Hodgkin
3638530	Phước Lộc
27349	Canh Tuất
3e936c5563d0a3f533e3af8f711a7c7e	Corpus Christi College, Cambridge
7de5badb6cff91b9c865726cb83eb8a5	Lưu trữ Internet
1738089	Chiến dịch Sa mạc Tây
530977	1380
c940b5039a79fffc89c8b1192db5dfb4	Kế hoạch Virginia
3737	Euro
263707	1879
528814	1714
368976	Charles Albert Gobat
22157	JSF
62813	Khối Đồng Minh thời Chiến tranh thế giới thứ hai
578421	1053
1597037	Anne, Công chúa Hoàng gia
23699	Văn học Việt Nam
31500	.bt
1273726	Bệnh lý học
5424f5d8e027a910e3635bfcc827fb69	Anzani
2130	Dầu mỏ
27538	Chiến tranh giữa các vì sao
3161832	Phương ngữ Chungcheong
ba3bea0f2bdba6d21689c59181d35101	Andrei Tarkovsky
84416461168102219f7024edc7f58dd4	Afonso II của Bồ Đào Nha
ce390597eab7d5ad9a56b9e1233e3060	Thợ làm vườn
471744	Trịnh-Nguyễn phân tranh, 1774-1775
635e8c714e8ac85d081a6f2983ca63b9	Antonia nhỏ
129830	Bell P-63 Kingcobra
26471	Bình Thủy
152038100e10cb5ab986f63966022d2b	Despotovac
27434	European Cup
65652794de46af31cabf13fdb9a1e0c9	Alveolata
779	Chiến tranh Việt Nam
272537	Biến cố đảo chính Chính phủ Ngô Đình Diệm
27720	Dương lịch
53776	Thể loại:Mất thập kỷ 1780
95498	Mân (Thập quốc)
529267	1647
570940	Breslau
107819	1911
c0fda55ec3262e33b5caba7d7f8657b6	Mao Lộc Sơn huyết chiến
2322d1392ccc915225277d5a30c87423	Thể loại:Thành lập thập kỷ 1820
527189	Chuột cống
514155	Brno
3637468	Aayla Secura
54792	Pablo Picasso
258704	Biển Caribe
d081b523224a06f6ec929af4daf48970	Albert Edelfelt
58d18ede2897d458b536c89971e0109e	Santa Ynez, California
530371	1409
530726	957
529913	1250
2461168	Ibn al-Haytham
528881	1727
142321	2008
2c5a1ff295df6119df6514da81e35fe8	Bài toán Kepler trong thuyết tương đối rộng
1389533	Cừu Trì
15708	Giải Nobel Hòa bình
c463233db78f004d0a0f5a46fdbf69ee	Almohades
119569	Franche-Comté
8e2bec612156d8b646fddb66ba2706f0	Chu Từ Lập
f001e7ed9c9decea453d99e4e951fb53	Bảo lãnh
a1a6ef36e74e123876ecac1ffe936cb1	Icelanders
3375470	Bút hiệu
a2f7f33a7a900f88a60a7b53e26b6511	Birmingham-Hoover-Cullman Combined Statistical Area
60054df420a623360949a2077bad0a89	Dòng Cluny
3215821	Aleksander Wolszczan
449a97be5df8fb04c4a5b117cd79fab9	Bernard Baruch
2260150	William Ramsay
249042	Ba Cụt
2419408	Cộng hòa Nhân dân Bulgaria
1b706fe8d9265f108513de8c1f39b26f	Tập tin:Bn-বাংলা.oga
759634	Liêu Đạo Tông
804563	Ajdabiya
530013	1190
ca89d979162884377fe7277dd35a0e1c	Babeș-Bolyai University
363989	Công pháp quốc tế
820802	Cheshire
96080	Arturo Benedetti Michelangeli
130333	Cải cách điền địa (Việt Nam Cộng hòa)
52218	Hera
f966b6cc31cf87f15cded18ea851e200	Châu Phi (tỉnh La Mã)
0b90b727f5f53f3e6ee9decbe8852960	Thể loại:Phá hủy thập kỷ 740
540995	6
f69dfb156e0449eceb940c8a5cd7152e	Chiến tranh Tống-Mông Nguyên
2219054	Thập quốc Xuân Thu
20708	27 tháng 12
737745	Irena Sendler
cf2b56c91eca3d391697dc341763f18a	Cerro Escorial
4ddf1684eb344f0e6d3244e4e7fd6521	Hệ võng nội môi
bc809431a136e4ec0dc6263f53e082f4	Premier League 2017–18
ec623303c826d1838522f2f71a36d4f0	Peter Julian Eymard
3697795	Hòn Bà
24348	Câu đố Việt Nam
c1bbb6f56122901364dfe2ec7aa15a12	Elizabeth Schuyler Hamilton
42b2b2e0541ec78f302400509aefa8b9	Anh hoá
52959	Kiev
545e7e54144e45e3dcf40116fc67eeea	Lịch Babylon
afd575e74aaaf10860abf00aa33a2f96	Chakri dynasty
f942d9020ed9ac277cd2f2a54229051b	Năm thường bắt đầu vào ngày thứ Ba
820129	Chelsea, Massachusetts
3138152	Methodism
0637ce0f7c3c75560ef5985112f60fe1	Cụm phụ âm
530309	1025
af8b7a07165f56879ddcdbba1dfaafc5	Bayreuth Festspielhaus
140731	Kiều Thuận
53817	Biểu trưng
a1d06390a6c5b6c9406562518130b5ef	Freezing drizzle
509830	Chiến dịch tấn công chiến lược Iaşi-Chişinău
39520	Hoa lục
6bae6b388e72526bf76f8d038154fde6	Alfonso VI của León và Castile
807398e7ae3479e4c612c30bbd875d62	Ludovico Sforza
ce2a27801c8e9d4708d6c09ac20dc258	Embassy of the United States, Tehran
2418578	Gemeinsame Normdatei
50b1aed42e7eccddcec7d75373f09250	Arne Næss
62212	Lê trung hưng
589943	Giờ mùa hè Trung Âu
3424104	Arthur, Hoàng tử xứ Wales
255704	Dag Hammarskjöld
194490	Đại học Humboldt Berlin
31640	Chiến tranh Kế vị Tây Ban Nha
528396	1708
1445756	Thể loại:Sinh thập kỷ 950
2323260ccf6bd84d929efe7dc7cba7d5	Alexander Vasiliev (historian)
530360	1401
531206	734
c031d518983bf11efce9327b5c342f86	Hoàng đế Byzantine.
5568	Liên minh châu Âu
8c149e78c34578eeb1c7ecb3574d3a8c	Bắn súng góc nhìn thứ nhất
529926	1261
5a201bfd24039cd4c80c659ce378909d	Ernest Mason Satow
2415456	Chuyến bay 301 của Lao Airlines
31493	.bs
3162868	Danh sách di sản thế giới tại Tây Ban Nha
27319	Nhâm Ngọ
1242819	Bình Thanh, Kiến Xương
3125705	CH-53E Super Stallion
461056	1028
71d23eebd12c68228e1320e799438880	Pulitzer Prize for Drama
188664	Nhà Triều Tiên
1279628	Thập niên 920
20152	14 tháng 2
24ed5182593c769b325830129a83c8fa	Kasuri
11838488	Attica
7627107e98f5893ae0472138dcd48d48	Giles MacDonogh
30160	Malaysia
127609	Hoạt động của Hồ Chí Minh trong giai đoạn 1911-1941
3393881	Bóng đá tại Thế vận hội Mùa hè 2012 - Nữ
b8e1e04d5237192087586ad57a91a9f7	Năm nhuận bắt đầu vào thứ Sáu
3151288	Bede
87342	Tưởng Giới Thạch
8f3cc15c0d1e3b74879bd1050e638e96	Yucatec
084214c3e4807c1fa23f084e7ea98cda	Bành trướng bá quyền
3556d712f73a20c65930bebd4fa3f1c2	Crown of Castile
396252	Julius Wagner-Jauregg
7f143cfb1bc78007b0691f1d4a9ec9f3	Kosta Pećanac
