7c9440e10716d369554c9e59f2f76479	Språkrådet
2416089	Lại Văn Quang
809e73cbcc9848656c901a0c8ea196e6	Bainbridge, Georgia
4980117936d5819ecaa32924e01d4286	Hợp lực
98204	Huệ Châu
7fdb07974c5523795946fa2c98df23ed	Filigree
e82d8d76a220ca73f2be82f18b9b7181	Harper Encyclopedia of Military Biography
5ea86ec2d86c5a12b2bd12f8e924057f	A Farewell to Arms (1932 film)
43866	Hóa dược
05e60234975a8c00209ccdc22067075a	Slavonia
b699874911a50f6ae5055e8e471dc43f	University of Marburg
2228839	Allium ampeloprasum
eb5abd6628be6c16bac144dfcaf5fea5	America: A Tribute for Heroes
1086878	Lê Đại Chúc
9ce14fc9655e5d09f7fff00341c9357a	Issa
257ddcbfc6d8699019aa51e4d3420633	Acanthothoraci
2316656	Lưu Đạo Liên
5e60a824bf24c7ad8780273a90c4e899	Al-Hadi
362366	Manga
530727	800
5ac9472d31a54b4a3734dec4b8625a1b	Jean Fouquet
bf99e804aad2de0dddcd506bd1ea74a6	Arthur O' Sullivan
349150	Balete, Aklan
11e990f956cea57870f12fc5276ff261	Hồ Athabasca
499774	Micronesia
69644031bb21830fd8c7472c2bfe4c9b	7M
11332130f6d313988d7ed1518e5f661a	Jeong Do-jeon (phim truyền hình)
990efb9a2cad81854200de7b7b715677	Talmud Babylon
1242756	Bình Mỹ, Bình Lục
15576	Thủy triều
19541	Thể loại:Mất 1713
37970	Chính Thống giáo
529170	1537
271ba186b5dde5c0ec34f40fad2e5df3	Chủ nghĩa tư bản toàn dân
fe8ac0519738651a066b3ae946440a14	Nhện học
2596cae4bf6a027ce2ca58658b3e687b	Văn phòng Trung ương Ðảng
193328	Kênh
e5424768e5fdd36008cde4e0c444fbfd	Văn hóa Đức
17d7008f96a28b791691801e1d907584	Aldershot
08ce76e4503378edf7b66221c4d3eab7	Chicago Loop
796853	Constans I
1742729	Aero A.24
3170065	67P/Churyumov-Gerasimenko
77540	Trung Âu
7be8f7357d0911e14ba46c180e542453	Herbert Plumer
203077	Hợp kim nhôm
1243549	Diễn Thành
540922	63
1579066	Thước đo góc
3132357167475cbff9740896450fdf95	Bảo Thắng hầu
0e3a786ba4517db4375a9a21a0348409	2008 WTA Tour
3393564	Amadeo I của Tây Ban Nha
3455	Tháng sáu
a125ca34daa6355a7f54eef1bea13a5d	Hột Đậu Lăng Bộ Phiền
78ef8091fa0436d474db920669937b91	Chương trình Mariner
4b648adc1ab83118e4e76ca4762c7ab0	Barrydale
799105	Chhloung (huyện)
850998c331465ea58ae00a042bf2879f	BBC Breakfast
3540445	Thiên hoàng Go-Murakami
186218	Biển Ionia
2419883	335 TCN
1179be3174f9112b1d86f42f1005a702	(469306) 1999 CD158
0a12f5b0a8794f4c76ed94cddd342fd8	Alan Ball, Jr.
91828	Ba Giang
77437	Nguyễn Huệ Chi
53f088266382e0919486c1d98d7f3390	Emotional Rescue
508584	Bedford
16bd4c57b370dcee7d055aa01c9ef52a	5C
33579	Công binh
71270df83ba502bd260f60b0791942ba	Attila (phim truyền hình ngắn tập)
51ef65759f9fe3d8a97ee01788ab6e9d	Alex Massie
518074	Milady
529727	1323
77709	Honshū
299253	Arignac
73b2e3853e98ddf7b5aecffdc5ca733b	Vũ Khúc
1fead301b8a98c0b1411983e01f8a7dd	Baba Nobushige
2424426	Người Scotland
1654995	Mimus triurus
00443e5afaafba87a1803a775a0ddc00	Chu Tử Lãng
27257	Erich von Manstein
ec6d764f7a4b4e0a33ddafd53b4b070b	Công dân danh dự
94535	Hoa Đông
2264b3355ff8b8ce3c33c6d525206913	Broxbourne (borough)
9d77ea1e89aafe9003c1ed6e9873d335	Cloroform
7498fc7ea4b8ec15090ca9b51ae6bc4c	Empedode
1445770	Thể loại:Sinh thập kỷ 810
2bb6b123eb43c9032f74e9787027b872	Lịch Triều Tiên
ae11521301ed4006c5e7ae330314fd66	Hughes
5f19339fef338713cc282aba0dc81aec	Cách mạng châu Âu 1848
244599	Bastian Schweinsteiger
6288017	Tiémoué Bakayoko
fbc4719ff60a65fa3059f84be7687058	NSW (định hướng)
c7804f5061507189e1122eabd1de1027	Moses Mendelssohn
229719	Hóa Châu, Mậu Danh
20674	11 tháng 12
d04fb7dbe21457712e79fa5e5861e892	Ar Raqqah
3677922	Đơn bào
9e7df6485298a03e94740ffb5f934629	Carwyn James
578173	Chiến tranh Xiêm - Miến Điện (1766-1767)
018e142a1c30117aa4ba8ad3a94d79c8	17 tháng 7
b52e7c07566a0d7ec4d32e746b9775ae	Merdeka
932aab2022793a181dc3bd345525e7bc	2008-02-12
a30320c68badd6fcb7c466993689fe58	Liên hoan Truyện tranh quốc tế Angoulême
e59a2730b25a869342b5fa321eaf07a7	Dãy núi Vu Sơn
39921	FA Premier League
16efa3c7fd629199d7338122b2abc240	Little Eyolf
9975a4417e6ed16b013d9676f3cf6e4b	Hàn lâm học sĩ
68bef98f9408fd5534182c867ba9a858	Dự án Runeberg
3428e7afb88d77c1cf1ea8675b4d5d7c	Louis Charles Karpinski
234067	Bao Đầu
6f00ebaf224bfd86e5277a9c3ac3915a	Guilford County, bang Bắc Carolina
25368	Nitơ
2860557	Harpsichord
3152007	Giải vô địch bóng đá châu Âu 2020
290843	Borne, Ardèche
3375264	Cầu Vàm Sát
8650659	Kenjutsu
b3a13c5376b488f4251653223b92c500	Paul Reuter
2d150e50c1e2f73f8ab86a69649b9864	Canada (Nouvelle-France)
530540	991
504587	Du lịch Hàn Quốc
35898	Enrico Fermi
a1a24a7c21e303890529f6771aab31eb	Hoàng thổ
f78e8e30499c711b51dce82cbbc9f413	Frequentative
f5643c735a2f348e79773a1505a7c59e	Dương Tắc
822739	Ngày Du lịch thế giới
3203452	High-definition television
249854	Abbas II của Ba Tư
aa3cf76a3390857998b8d1065e48a396	Đảng Cộng hòa-Dân chủ
807689	Corrientes
0d7f899015008b69dc32efbb3d40af91	Giảm trừ siêu nghiệm
81de100b22c2501459ec5de54453ab39	Narsieh
3197426	Phan Phụng Tiên
101161	Hải quân Việt Nam Cộng hòa
7cf3e60e2f2e1d3eebc52c0f523bc661	Nguyễn Bá Phổ
38776	Iceland
1441874	Thể loại:Sinh 193 TCN
1a8c2070fa4b9cd6d2ec65b0f7af844d	Asadal
75ef67eadadd03805a353f924df6eca5	Thiên Thi
352380	20th Century Fox
3374632	443 (số)
202825	Chiến tranh giành độc lập
3639459	Asics
2432256	Anh hùng lực lượng vũ trang nhân dân
3379625	20000 (số)
d57a369278d995dc661185285b0f066c	Lý Thiên Lộc
565003	Bất bình đẳng xã hội
61680	Hoa Liên (thành phố)
48e4f60737b3111e4daffea6d63be699	California Institute of the Arts
8752ee162d8196375b1aadb3a64d3851	Julius von Mayer
4cea351d897e8cef9d709b5217608423	Julius Caesar (thẩm phán)
3277995	Giải vô địch bóng đá thế giới 2002
489579	Toxoplasma gondii
2234750	Vương Xử Trực
cb1c319a58da50eeffaca300a4c64814	Pierre Choderlos de Laclos
a98b618c66532bd3f6ccb3d624445228	Anthony Mann
19345	Thể loại:Sinh thế kỷ 18
2434189	HanaTV
77cbf1f80bf45516231046b7e37fb54b	Sách Xôphônia
1369648	Chiến tranh văn hóa
500760	Cassini–Huygens
822844	Chatuchak (quận)
a1ea01cfa18fa01788c992fc2e51753b	Paul Lebeau
829ffcd8e2153307f9ad73ad079a872f	Provincetown, Massachusetts
49f1605fc4b4d63944492be8c12a84ae	Bamileke
267653	Man'yōgana
63376	Cướp biển
54163c777b39f3ca692aa89ca1a24e5b	Thể loại:Thành lập thập kỷ 740
693e14b9e0a6fe44c55f31c258a46fca	Biochim. Biophys. Acta
8b19d17852cba9c1079822f08d17c4e8	Born to Be My Baby
5cdbf7ce41707951016eb94dba3598eb	Hiến Hoài thái tử
2457733	Minh Sư đạo
459e16001bb6ed24974eea50c3cf3df4	Thể loại:Mất năm 1886
820311	Greenfield, Massachusetts
26b658c6c32196080a96749fc31a8e1b	Hắc thể (chữ viết)
659484f212a33e072ba1ecf90c49f1ea	Bộ hướng dẫn Hồi giáo cho phép
94b04bb3d849e976d56f421442559b34	Raymond của Aguilers
575e4b65e7ff2691ec44ffa111c86b48	Phương ngữ ở Fars
2b5a4a424d1373e32ab574176fc7fe13	Hiệp sĩ cứu tế
204704	Bắc Tháp
1761222	Cây
085ab00f65318c15ba049e03a1f92bae	Kagen
dadc8c99bd09399be4f474dea6af58f9	Danh sách Cá của tiểu bang Hoa Kỳ
afe30d1fde3d32ff89b8fa0eccb5543c	Bán khô cằn
529763	1342
79681	Blogger (dịch vụ)
50632587e9bdf81a4fb80f0692a5a6fd	Các bảng trình bày xếp lớp
cad70a78d631f6d1e65365b263cb2f5e	Football League 2004–05
186962	Nguyễn Phúc Luân
95040	Ngô (Thập quốc)
4076	Chàm
bab6f060e398a7362a85d6d30e1b8538	Escuela Nacional de Bellas Artes
3208540	Mang thai
6f2e076a3565d275f47d9ddc28ed3300	Barbara Jordan
9ea6ac6d9961e247cfcc9a291bdaea58	Chiến dịch Phan Đình Phùng
2438456	Chùa Duyên Ninh
dc718af42d0fe886905b3b43c18b8d05	Helmut Heissenbüttel
4b09fce4ebe8af4b8976ddf5dc4f6307	Bàn Văn Nhị
6ae36ceee73c7c8b8bc95da15e0d2227	Data analysis
10783	Người La Hủ
6b2466144f721f9bbf26cdef999cc7ed	Đại học Rutgers
1e197fbf285cea8eb45c853f1fc2438b	Johan Elmander
1536563	2018
257437	Thiên hoàng Ankō
41dad8032cfd5b672980a03895e73024	Bratislava I
f0c85becd60fc6c83744473cf868d00d	Đòn
03c655c6db1889426d1df01a883f318e	Danh sách máy bay quân sự thuộc Pháp
124825	Tổng
4d8e7b6a5af04646323d20ec9db4ef40	Technology services
7c34fc143ae704887f8ba7b6f475be35	Agostino Casaroli
3521177	Họa Tam Vũ
11188	Bến Tre
1fdd7a252b569b645c81252536e5e87a	Alexandre Desplat
2432675	Agaricia lamarcki
ccb311d9917d1a7574eef7d58560a94b	Beagle (lớp tàu xà-lúp)
cc6d589c28c9d056c400756bad295a69	Lâu đài Ferrières
51874	Võ Duy Ninh
86740	Viện Hàn lâm Khoa học Liên Xô
f9dd89e8a8e332f9ebffa60ff36511be	Công viên Quốc gia Haleakala
8452	Real Madrid C.F.
1279634	Thập niên 980
3396076	Gesellschaft mit beschränkter Haftung
328387	Hành chính Đại Việt thời Trần
446a677798412c669fe95e698a57f682	New Orleans Mardi Gras
3263630	Quân nhu Việt Nam Cộng hòa
530691	942
c9dca481422da62b685a550ac49db361	Giambattista Bodoni
1eff33ec7d46af5b3fcdd749e1095e72	Adalbert thành Prague
49134	67 (số)
529397	1604
3144271	Friedrich Wilhelm Joseph Schelling
578331	Thập niên 1530
d2ef50f0a21a96159580610e4fbbee41	Binyamin Ben-Eliezer
1520589	Đông Kinh, thành phố Lạng Sơn
3469853bc7da70008dc48e63f2b2fe6a	Danh sách thị trưởng Indianapolis, Indiana
ecf87e19ea99bba63d956760c0c08137	Lịch Coligny
75cf6fe10445463e82f38d6c2cce5fa0	Janez Vajkard Valvasor
2439206	Trần Thừa Dung
4114	Văn hóa
23db1ec8877d9741584f920b073fe234	Cung điện Dusit
058f55d475b17be8a1c04e06ba232615	Cộng đồng Khoa học Gottfried Wilhelm Leibniz
1f0fec213717b50375b3d59f341428c2	Blade of the Immortal
3695547	(181708) 1993 FW
470746	Fritz Haber
15af32fed4d5f545ede952d27623140a	Đại học St. Lawrence
efdc7f174ccec55496bcad5f59fffa65	Chief research officer
340547	Mạc Toàn
8e911c20639c184b8646fa9c2da16282	Astronomical Society of the Pacific
841839	Hưng Đạo, thành phố Cao Bằng
07f0b2f52ee2beedde13c88f5cf1ef97	Không gian tích vô hướng
409842	Palikir
ea4538bcff02c159863101e7760f2308	Hội Khoa học kỹ thuật cầu đường Việt Nam
3235443	Bobby (IKON)
27356	Đinh Tỵ
f9e341fd1e47e6433da52814d7467e48	Conodonta
99814	Hữu Mai
232668	Algiers
b3387a7d091c081dac7fa493d3876e69	Phó thống đốc
9fbd424b69c724dc68e791706cf3d728	Hiệu ứng Sao Hỏa
bf2f801f61c75569b012e3176846912b	Alojzije Stepinac
733d9b41aace4450c4881b9a0c631e53	John Gabriel Borkman
7f921398e5a0fed2571441c74d55102c	S16: Để xa nguồn đánh lửa - Không hút thuốc
2288385	Hải mã
263693	1883
5bcc99e4c8448e62aa9c42340f6705a3	Thầy đạo Akiva
6547c834943a343a7fb06abe4fa68876	Hướng gió
184005	Châu tự trị
00f6e4cefcb1e30eb02754474336a4bf	Danh sách Thống đốc Florida
811181	Bintulu
3511437	Combined Counties Football League 2013-14
354526	Frances McDormand
75134	Tiền tệ
203586	Belonia
234564	American Idol (mùa 7)
ec742e5112e2162240e50de834309081	Thế kỷ 26
276597	Hùng Vương thứ XVIII
19004	Cháo
be417975b766eca230a50af76d7714aa	Biển ven bờ
e3600e951453fa36e8c9bb608584782c	ATP Marseille
1639625	Aero A.300
310173aedadca08383465e779ecdfa5f	Giant Records (Warner Bros. subsidiary label)
7b35e00b51771edefa623c0816e5bdd6	Atari 7800
62140	Trần Quang Diệu
0ce69efbe599c4de02fbc2a2bbd8fbee	Bơm hơi nước (khai thác dầu)
fad9c93267c4f5f69ad41d0e4b36cbb8	Bang của Mexico
1d9c3a2f166e3d6bd7fed3b7203be53e	Joseph Anton: A Memoir
32144	Năng lượng Gibbs
f2aab2d4033fc332a1f9212491a9f724	Thể loại:Thành lập thập kỷ 780
ed9b5583c6b8021d7df5bd485dc4ea92	Administrative divisions of Latvia
523977	Thập niên 420
ecbde619a32b52e7c08aa4634bcc9685	Trường Cao đẳng Quần đảo Marshall
816989	Lục Giáp, Đài Nam
f3746b36cf52a193dfa3a676f7bb4cef	Cikobia
5567396c14c78e448f80e1f04f4b1f67	Gift shop
747be7f9c8916b2db7ce7be0c7a06312	Casa de Fierro
1337325	Tomis
64e1a644db9199bf3091615bec3226f8	2002 Vitim event
94410	Medan
005e1d23bcaf58109e85bcf9a69459ac	Monmouth Rebellion
242877	Dar es Salaam
1279591	Thập niên 550
943f34caf4044d5140908efaa3ab3958	Paloma Picasso
108669	Vought F-8 Crusader
254ee1812184c868e8e3142852e3a124	Chính trị Botswana
92f633d4575f9e50009762c7d194c055	Mikhail Yurevich
61264	Trương Đình Tuyển
553030	Buổi sáng
aa0a28532f6b1c97aa79b17c497321a8	Micah Lea'alafa
200b4a4a24be8354f576a0436ff54cac	Air France–KLM
e6a34f616174539be20b288675aa1fff	Tập tin:Marie Rappold performing O Patria Mia from Aida.ogg
146294	Ang Duong
360283	Lực hướng tâm
71511	Mikoyan-Gurevich DIS
57abdc9b214c2c3c0fbc9bcb95486c52	Giải Empire lần thứ 17
624778089559d081d7bc18a488acf760	Jay Insell
371308	Chu Giản vương
3724	Pakistan
4659026f410ef8952beea17791527edf	Anna of Austria (1528-1590)
fd06e75e7f8fd1673b8e85e8df59dbfb	Ballerina skirt
bfc906fd29aadfc1eee0909dc6b4dc9b	ChangKong-2
1253227	Thanh Vân, Hiệp Hòa
268646	Comillas
540981	264
2bd82cea29deea55e7c4f79eb50b596f	Thể loại:Kiến trúc thập kỷ 1590
b62f2abbf4d6128a98ed86f13dc64f52	Oley Valley
527161	Đại học Beograd
db2c6523448d3454b9cc2733dda4f8c0	Chu trình lưu huỳnh
f37cc6327626a3285044e5dd224e845b	Biện chứng chủ quan
3210336	CL (ca sĩ)
f0166a862c5ff57851276954954b1c9a	Bình Thoại
1744284	Danh sách các loại tiền tệ đang lưu hành
c565025a5830eb620a9dae84006c097a	Bokkeum
57c50ec6bad7b505296038d74f572ef0	Thập niên 1120 TCN
227682	Australia
3244875	Kinh tuyến (địa lý)
a9045624bbbfff8f8b4290af80cc862b	Emmanuel Lévinas
6bd3e2d8f82838343e61015d66966812	Danh sách các xã của Thụy Sĩ
402392	Quần áo
f08fcb0afe20f0dbfbf80b94e0f47311	Crvenka
541605	165 TCN
65429	Dahomey
3592ebe3a6dee70d73c434ee5d2fa1d5	Các tỉnh thống nhất Rio de la Plata
3e3a722f59eb3566e45166e8c30bceab	Staff writer
294475	Steradian
c388ed8ae16b995280eae4ae291e132c	Chemische Berichte
0cdd5dd9ab7fe93e4fc4cd7fd90931ff	Cacbon-12
3639226	Sukhumala Marasri
514039	Hannah
e77e01eac5e525e9e84a9e7b5d61c6e7	Drumlin
047624fbffa0727d632597a536305b4f	1492: Chinh phục Thiên đường
324827	Alis volat propriis
193796	Khai (huyện)
9d1a34f5fbb16fc49e9e01be33f29429	James Johnston Dobbie
a50c5ee64f3b4caccf309dcbad70a93d	Church Slavonic language
40092	A.C. Milan
f125f62d464610bd4ca14fd072df061f	Bộ luật dân sự
20706	26 tháng 12
136075	Murasaki Shikibu
11962959	David Cox
1239342	Liên bộ
251096	Chương Bình
22f469b8ad8b63370904b7d48accb05c	Bóc lột
9e91f3ada7df215b6597085223691657	Hội đồng chính tả tiếng Đức
8b08cbd01a1f42426443c13c3e539b2e	Lê Nam triều
df940a8673369929bd3abb835f6df205	Frantz Fanon
1a65933c1a7bb26e1c4f441aac4cbb47	Biểu tượng của Arizona
423152	Authezat
387959	John James Rickard Macleod
310280	Khổ dâm
c10014c508f75190083f66f2c2ab45ef	Kịch dân gian
df3865f3ca7c1db518b9819809ba5137	Edward Charles Spitzka
398991	Becheln
f91dc023ebf5a1413e6fe820e7be58bd	2003 Istanbul bombings
464354	Cornillé-les-Caves
16e1f516e65d939dc19e9aa2cd676ca6	Completeness
b040b8946d6a8faf34bfcbcf5a2f1836	Eat, Pray, Love (film)
cdbdf384d732201a35fa909995c05eb2	Isanavarman I
8186927	Hoàng Khôn Minh
f1effe3b51d392841b0b04f4ae32e3f7	Bài giảng đạo Vĩnh biệt
1316534	El Messaid
187684	1895
151307	Lộc Bình
147500	Bát Xát
3228149	Biển nội địa
15910	Bún chả
5bd9e02b2aed3d7b4a8acad4ebc35958	Babylon A.D
2e39620e12b885275a72fd17ad3b50ce	Tường nhà
45e2fc07c141434095994dd961d27ada	Chi (người)
828533	Linh miêu đuôi cộc
b3f1c2c024617b57bc093db5446d1d5b	Alec Douglas-Home
9ca4770824cff146d11b4beafb149efc	Chu Hữu Năng
570890	Vương quốc Castilla
532856	349
31e96a2384e8de0c02dcebe214747c1e	Demetrius Chalcondyles
a89923c048563d06deb04ef04f48fe6b	Demonym
440fdd694a615f490e6a5d0435016ced	SMAP
fd1876f12c1ca8a6fe6844a90d225f66	Ariel Dorfman
c1c15ed0c94d8a85c6a83bae95a0605d	Cộng hòa Batavia
115ba2ea838d19a3578e7f304d22b106	Giả thuyết nguồn gốc duy nhất gần đây
dce42401bee94f88e57c85a0fe147d42	Ayacucho (vùng)
99d615cfa6cc9864b4dcb8cbbb837b34	Barokko Nga
11705146	BET
655300	Mai đình mộng ký
1228849	Vương quốc Luang Phrabang
456898	Ehud Olmert
1599670	Chủ nghĩa Marx–Lenin
83258	Riga
3186978	Nguyễn Bảo Trị
7fae3c4366cae179c8f705d1f3655d24	Faulkner Act (Mayor-Council)
20390	10 tháng 7
18d6facdcb56ec697d1ea5cc1348675f	Chiến tranh Pháp-Da đỏ
2981db5b68b73d89649e5ecb3fd116c0	Abraham Savgrain
36983	New York
323588	Giải Oscar cho thiết kế sản xuất xuất sắc nhất
7a385dfe872543e3f9c39437b4aaa7bd	Danh sách các ủy ban Hạ viện Hoa Kỳ
63998	1973
575a302698e252acd35fbae15e32dadd	Bernard Cottret
3636075	Elsword
d0da7b3a94fe7fdb4bcff58a37f6daab	Hát du
89814	Charles, Thân vương xứ Wales
78cc9c07c7254577a5c9c6b03cc903ee	Burgdorf, Hannover
b91bc74a6161c058fb2ef8fe76a40e65	Bắc thuộc lần thứ 4
2406142	GAM-63 RASCAL
371283	Carlos Saavedra Lamas
92f45c431d399a732cf939a7591e8e60	Hiệp ước Charlottetown
2354162	Tiếng Asturias
7263dabf0ee824ae00768ffebad2a931	Apollo 7
c8b6a186affad5b76f2fb3b5a3d40b6e	Gnaeus Cornelius Lentulus Marcellinus
38de7f7d4a203a3c1f7084856912ecda	Jonathan Yardley
d903a86924c843c3aaeefaba54caa3e9	26th of July Movement
124769	Phân loại khí hậu Köppen
d25000656afa1f0c47f717e55273d8ea	Chiếc bóng
288435	Lê Tắc
759693	Chủ nghĩa xã hội khoa học
1209032	Xuân Hồng, Xuân Trường
257951	Thiên hoàng Ankan
3689254	Isaiah
de29d4110e208ada96a90df154832e5d	Các công quốc thống nhất
04e4186a699658a35ddcfdedc6169b2f	Nguyễn Hoàng Tư
ed6119326473847e3eba291d468e170b	Hiệu kỳ của Banja Luka
1751387	Bổ đề
f87b30d923dbd3c07c891b3f23c9215a	Luitzen Egbertus Jan Brouwer
af0bb5170d3444155a04296a38655f89	Clarinette contrebasse
552c46d32cb5396b2741819870292ddd	Air Canada Jetz
3e02823f9120cd656f1ec65db3a36f6a	Giờ Moskva
418244	GRAU
146595	Cao Văn Khánh
253820	Hoang mạc hóa
3713162	Đông bắc Trung Quốc
914a62daf7efa07b1499e959bd9b8548	Thuốc tránh thai nội tiết tố
196654	Hạ Lào
305596	British Academy of Film and Television Arts
0b907de8c7b4c2f253d5b35de63d7922	Amorites
90c7a49a5ce6e1ea92b665ffc0c9497e	Balestier, Singapore
36772	Điểm Lagrange
c94dfb9998cc6a74f9d36189397e8eea	Abdallah Bin Hussein
10901492	Avengers: Infinity War
567149	Trần Kiện
2b8a579e07a468516350e9768d563c05	Crescens
84c245cdab79120636decc621696990a	Coat of arms of Bardonnex
cbe97c871cc5ba587cf7b706ef24e1fa	Sách Étra
437870	Chiến dịch Smolensk (1943)
864129	Báo Ấn Độ
109963	Chiến tranh nha phiến
73302	Aceh
c2a8e003a8fe65014b647a0cc4710af2	Os Lusíadas
f48098ce9ff8a166d289de04521691b8	Anh Hòa
3186538	Aleksandar Vučić
11764078	Hồng Thiên Quý Phúc
705	Tuyên Quang
63341	Hắc Long Giang
b2f567eafb5cbdcc27a0266aa3d0a802	Cộng hòa Nhân dân Donbass
20443	4 tháng 8
9894	Cello
1522224	Hiệp Hạ, Lộc Bình
20189	2 tháng 3
3260594	Pomerania
571681	Hổ Sumatra
c5cde8aa1ca996d8110bf051101898cb	Trung đoàn đặc biệt 8341
27326	Đinh Hợi
1763799	Hans von Bülow
f91d6ad4aeaab7293615841c1e2ccd36	Người Canada gốc Ý
4f1799f356eb1202c5b568376a3f999f	Mithra
629180	Behind the Mask (bài hát)
0a86a6b7b76d736a6539590554a99609	Allan McLean (chính trị gia Úc)
f1e747592805224874c077184d03016b	Bắt neutron
69d65c51032f6ef6fc77c3ab65c1b21d	Arif Mardin
cd3324f848f2ce249e3fcf1a8b7d6a40	Muhammad al-Mahdi
eaccd6714b65760059c4066eaa950d85	D-day
17533	Leonardo da Vinci
505938	1798
803090	Người con gái viên đại úy
2530302	Khu vực đồng Euro
16310	Biển Marmara
931dfb63659729763000985bacbaadc3	Ethiopia.
339b5fc535869152b3a2ce7cc7801eee	Dữ liệu về hexan
ce055503792437786a59c585cd7a0a74	ATP Memphis
46f08a6b3c2cfe9d1a7dcaf540f5c8d1	Hình thái học thực vật
530241	1072
ae9292b3c410ffc38b4f67c3b4d4a537	Agmatine
1401802	Charleston, Nam Carolina
528937	1783
5465	Thiên văn
99acb4ff782546c24bce1d61ad640e8b	Kasongo-Lunda Territory
3671169	Fujiwara no Yoritsugu
3681655	Người Hoa (Việt Nam)
808299	Giao hưởng số 3 (Beethoven)
53792	Thể loại:Mất thập kỷ 1850
433b18facfc0582f09e92f3a05548392	Reggio di Calabria
3116665	Diên Phúc công chúa
67792	Bali
3ea4ee49660838e3d21c3f2a6e838858	Chim họa mi Thụy Điển
6d8441ba8f95b3b4ded398b327f89d87	Mỏ Tengiz
e024bfd397f9be3758124cdfebf64e87	Avignon Giáo hoàng Benedict XIII
eb86b4bebe9cb7d078e90814983b7bb6	Đảng Xanh Anh và Wales
820800	Hertfordshire
4289	Quebec
239a4a232799d772c21641b280998a31	Community Shield
30395	Chuỗi Fourier
d7b464b79ff2dc43fab5e1b6aba0417b	Abbas
809668	An Lục
422367	Nupedia
37a742e345d2b0468e0ec271836fc653	A Christmas Story Live!
1125	Heli
3338415	Thủ hiến
283064	Barrais-Bussolles
418501	Danh sách đĩa đơn của Michael Jackson
242186	Băng đạn
e57b7ad21d3084d1e911b84e42514da1	Nineveh (định hướng)
57e0d143a9e5825c3188cebd8a9164b3	Hibernating myocardium
84a222a20a75461692eed5a6575753f0	Chiến tranh Độc lập Croatia
e9d3425181af7880c523707b6dc9f0ed	Henri Delacroix
f786a457f63759022059dc83c91fe413	GJ 1245
f0b4682506059829675e4afde1100cec	Phi nhiệt đới
4455	17 tháng 4
5e8764d79ec14e4317b01b21fc73d19e	Ashikaga Shogunate
a0dd7f181cae8c9c4bdd3e33ad063aa5	Charles-François Lebrun, duc de Plaisance
a3b00bdeb72743cd6c5a76e8420f4d28	Dumpas
182786	Vạn Ninh, Hải Nam
ad4ac6188e3c7f508c1a8086884fee67	Alternative set theory
8a317d6bc91f6eff60910c220ea07aff	Danh sách phủ quyết của Hội đồng Bảo an Liên Hiệp Quốc
3222576	Nhĩ Chu Thế Long
de6a43d67c89b3b8c0f0d6998f77d351	Lịch sử khoa học xã hội
42756	Liechtenstein
4e4c4162b409c59e5aae897f70c5aa2c	Bảo tàng Nga
1466498	Cảnh sát Quốc gia Việt Nam Cộng hòa
fdcc35b7eb919ce3e64099a221ea0133	Chủ tịch Hội đồng Nhà nước
5f56f79fbf472f166656415a0ec5486d	Lung Khung
94a145692f4cf91de16c731d111206eb	Gosselin
f28b6358bc65528d988f5a7c8ac90503	Đỗ Quang Chính
c1a070efd5f3ba39a2f1fc5491bd14ea	Calc-alkalic
1254364	Sa Lý
3156998	Quận của Hồng Kông
a915fa3743a972bbbe4dde0f8ed696cd	Bãi Bajo Nuevo
