df69b432145cf003be7cce77cafd4d22	Phong cảnh
120661	Frans Eemil Sillanpää
1240f471f98b7a7c0df7e4526f0d88ec	Giải Quốc gia Liên Xô
ae9a2a33c5898d10ebad2a79937002cb	Edward III (kịch)
316371	Bảo hộ
b580a1bb42d74aff45439e6210979731	Chính phủ Canada
d14245eecf6de3a28532e07771df913e	3000 TCN
81a27ac9f3cbe29d7041db29fc62b706	Charles Hatchett
137208	Các bài sonnet của William Shakespeare
80723	Nguyễn Chí Diểu
80ace05ab46d4435843bdb13c7b2ee8e	Charles Curtis
c4ccc0692a443bcda6d24c1d57041bb7	Chính trị Thiểm Tây
e73727cd9feff4157694ef9ec7fa9aa0	RTHK
3ba5dc35a897e3529b9126176d5fe128	Cam Thuật
519144	Lâm Tắc Từ
38294	Chile
0e1a83eba540538cbec665fd7b692b1c	Battle of the Buffet
e9e7d8f3bbaa2a8daf8623cad02682a5	François-Jules Harmand
414002	Anderlecht
5a57c8e6438bac79a2af2e2744d28126	Hệ Mộc
86c4990d7cf908ddb290080fc5f104bc	Đại Nam Chính biên Liệt truyện
2421892	Tiểu học
34271fbfd8e7d8f79f6df4355b28e7db	Camille Claudel
c9c32d3ce28a337e98ffd1d0b8f3ce80	AlterNet
388013	1841
6bf116b679bca95892984b2b6cbfb132	Madak
42065	BMP
c0851f9b1f287d8b3e2ffcc613e1ec4f	Air Canada Rouge
27737	Ghana
419266	Giáo dục khoa cử thời Nguyễn
810453	Brockley
20405	17 tháng 7
8d800822e5b623ebeb30e4dcde1d29ae	Danh sách Di sản thế giới tại Nga
5630	Bazơ
323207	Phần mềm tự do
186468	Cách mạng Tháng Hai
046e4e483f5a21aa2713ff36e2e8600c	BosWash
83484	Bộ gõ tiếng Việt
69449	La Fortaleza
3423708	Loạn kiêu binh
15247	Bảo Đại
fae2041d992bb77f348bc006d53b5ef7	Bạch Ngọc Phong
2171	Hải Dương
1269091	Giáo
337887	Liễu Thăng
c67aa11bb0ebbc54689ea1d13b1844c9	Thể loại:Thành lập thập kỷ 1520
576685	Chủ nghĩa chống tư bản
328009	Do Thái giáo
9a621d3b0ebab95a31459c288ede620d	Chỉ huy
141020	Ben Chifley
364473	Bảo Phúc
41807	Định luật hai nhiệt động lực học
3706351	Vuông góc
278867	Thuộc địa
2163184	Baarin (tả kỳ)
77ce6b517ca8fb3db46e74a964860271	Đứt gãy Long Môn Sơn
9249	Hòa Bình
808534	Ho
61711	Biển Hồ
1279589	Thập niên 530
529237	1625
10323270	Hội đồng Quốc gia Liên bang
5c5fcffd10fd28678400d231839a90aa	Dấu phết kép
12237	Advance Australia Fair
321437	Thị trưởng
e249b4fa89a4969cb60ba362fe978d15	Công quốc Holstein
278aa96a7a7460566f64b163c6cdcbb6	Ujiie Imagawa
123038	Tiếng Indonesia
53772	Thể loại:Mất thập kỷ 1760
293873	Lao (định hướng)
31431	Luân Đôn
25824	Động vật
1249420	Gideon Sundbäck
152828	Astana
bc788ee098cfd2e896f456d47f72c87c	Al Gharbia
55783	Cách mạng Công nghiệp
478996	Phẫu thuật
29589	Chu Văn An
1a89501503153eb3bb70c56aca9a80a5	I Quattro Libri dell'Architettura
581437	Ceará
20386	8 tháng 7
75071	Kraków
27736	New Zealand
1439802	Bãi Hữu Độ
97825	Tống Mỹ Linh
8241c738db12ece7f2020351c7e9fc38	Boomerang (Ý)
711860	Bảo tàng Lâm Đồng
d2d0b4edbc944f6a4a000efe59df733c	Chủ nghĩa duy tâm Plato
3cf3e77b78272a807d4ea82d9cf7eaaa	Gukja
62086	Lý Long Tường
f68815ca1de4d2595123612b42795052	Champlain Valley
93722	Phó tiến sĩ
261091	Camerata Picena
139808	Lý Anh Tông
581136	Bảo hiểm y tế
1238992	Hòa ước Nhâm Tuất 1862
44012	Nhà Nguyên
423496	Berchtesgadener Land
ab8bc9eece995235b4c9ce67e7a18857	Borča
564129	Cơ quan Bảo vệ Môi sinh Hoa Kỳ
7348e4457aa25934cc5bf39afa19e917	Chủ nghĩa tư bản độc quyền nhà nước
b75000b56e6fa8c8ab183c6b9a541a69	Chiến tranh Giải phóng
3c8867b3365560f71e8b8773ced8605e	Phanh hơi
fb227d14dc51c8a46551fcec4c18408d	Arthur Evans
367eb9dcba0bd131823a6b4837fc27f5	Anti-Western sentiment
f9bbf58f92f688ccf6bf9c0bbe7e0495	Binh đoàn Le Page
a4b04613e6fcbe7d9e9e78fd0f5c0b63	Jannah
08cb251ba416676e6553dbe6c1a4f930	Dòng họ Valois
3049b99cf70c3e669b4ee734a5b77010	Đối lập Cánh tả
a019041593dfdad8ea3e6906d36ac982	Ngôn ngữ creole dựa trên tiếng Anh
184bcb748a5e8fbc8dea4ec9d7b72ecd	Lịch sử Pennsylvania
66902242a8484e1b42ea12d3e21daeeb	Hình dáng Trái Đất
af18355bf9cd0db3c50b818dcf0636ea	Buôn bán nô lệ Đại Tây Dương
60905	Elbrus
1582086	Chillicothe, Ohio
d504b83cf9437ebc2fb22e449ad08097	BIBSYS
778110	Albertville
1250113	Lê Ninh, Kinh Môn
2019	Tế bào
816932	Quận Đông, Đài Nam
11105936	Hệ tam phân
529561	1598
804235	Alexis Sánchez
3349420	2050
25814	Góc
7179364	Durham (hạt)
528480	1704
270255	Ibiza (đô thị)
c6767a7dc04090caa05591ba86131f85	Cimetière de Levallois-Perret
2417179	Hình ảnh
2195341	Chủ nghĩa xã hội mang màu sắc Trung Quốc
567308	Chủ tịch Thượng viện tạm quyền Hoa Kỳ
366031	Radi
3389417	Dân quyền
0336d7f791c41f7db216627513878759	Attiko Metro
366824	Boom, Antwerp
270616	Asso
430018	Huy chương Priestley
3240335	Dan Quayle
3253846	Báo hoa mai nguyên thủy
68029	Long não (cây)
5f9557427f2aa4bb5153aac3a953e28c	Furuta Shigekatsu
979868	Chungju
392131	1815
106066	Frédéric Mistral
810997	Huy chương Arthur L. Day
b93305c7bc003b8f762f9bda41dd6e95	Chuyển giới tính
01300c88f468047cfd2812c9a37b1d94	Madabita
3510739	Chất nhuộm
733410a6a5708828f54777751ef28390	Al Lith
61a5fcfd5c17014dcac10ce0bbd245bd	Dinh Trà Bát
1279540	Thập niên 90
101332	Helen Keller
d976d8cac8e79e6a4c8b56d01359030b	Nguyên âm nửa mở sau không làm tròn
3122541	Chiến dịch Thăng Long (1786)
247846853f05965190db234dcfe96cfd	Phụ âm xát
47432	Gan
f3df9a36ec44a24922ac13bd92e8286d	Cerveteri
35d430aca7cca5bba04e08d5db07d7ba	Bảo tàng Khảo cổ Quốc gia tại Athena
15e977cdaacac5b025c8c412f9b27f88	Alan Brooke, 1st Viscount Alanbrooke
3a66c67f34a6e156156df0511e3f05b1	Bisphosphonate
571654	Bộ trưởng Thương mại Hoa Kỳ
c30fc26a5731db510fffa9255ddba507	Vùng thông kê kết hợp
16118	Khối tâm
7795616	Ngô Sĩ Quý
368976	Charles Albert Gobat
529330	1670
2425240	Tiểu bang Hawaii
114170	Nguyễn Quốc Trinh
1241531	Bảo Trì
2493176	Bộ Chất
212837	Cao Đường
45dcbdfe30228854ab1e670895b4a768	Môi trường màn hình nền
1244686	Hồng Phong, Ninh Giang
4d62715c03f3d5f3af2ca3dd20250f7e	Transcaucasus
581453	Goiás
62c3b773812efb4142cab21ec654f43a	Caine Road
fd797b8f245c460029e1c586ad9f80fe	Areus II
36266	Johannes Kepler
7728212	Maria Alexandrovna (Marie xứ Hesse và Rhine)
19482	22 tháng 11
146515	Henry Wager Halleck
eed62cc8cfaf7b6c0973436204b5bea9	St Anne, Alderney
ef5f2e7856e5899dc28d09ef576c511a	Brindabellaspis
343551	Diệp Văn Kỳ
83608	Lê Nhân Tông
2259968	Công nghiệp sáng tạo
127867	Trương Mạn Ngọc
8948d8d074d2d6df09f4bb78a64d1cd8	Kiến tạo địa tầng học
1242134	An Bồi
2776980c5e6eba05c660ad3af8c1fcaf	Chính trị Brasil
1244867	Hương Hồ
231aed1f832ea23ff8af4bc5115dac11	Albrecht von Haller
3290307	Khải thư
23699	Văn học Việt Nam
1321105	Selçuk
250561	Lão Hà Khẩu
29591	Chi Tử vi
b6168e65503d9dc033e71ca78604045b	Bernt Michael Holmboe
97158	Lãnh thổ
3019bb45d6e2a9237ff6f91171a5c613	Brian Boru
318af1819cee55ee5e98e9cb7cabed25	Chiến tranh Anglo-Zulu
3c56c312e4274c97af8be0140942520d	Ashfaqulla Khan
45554	Bắc Tống
2722	Dòng Tên
e6f0293d348b9cb8ebf7dbfc809f9e2d	Commonwealth
146339	Jefferson Davis
56f0c2b88c6cbe85f7089b31138bc10b	Norma, Latina
451342	Bành Hồ
cf7b78f1ef16b188e8e62ca2d4c81b87	Chủ nghĩa công đoàn vô chính phủ
818599	Khê Hồ, Chương Hóa
33158	Chămpa
104850	Eugenio Montale
16173	Cà phê
d326cafd0a65f3dcc7d6f4164e91170e	Chiến tranh Độc lập Chile
67958b0b874d24a812ba8242500a72a8	Đỉnh Waialeale
f45bc21224642500118fe9b1c93b5106	New International Encyclopedia
4677d36f35772b58050714feef0f3312	Hữu ngã
fbd1e81e313a209661239e4bac37bbc4	Tadeusz Białoszczyński
ac938feedac8a466ccdeba6514b1c44f	Frazione
530396	1429
6acd4c2caf6ca03890569cb0726270a2	Thể loại:Phá hủy thập kỷ 1670
13211	Bão
7e02383eb9a522c66bf3d44b157817d0	A Thanh
369888	Mohammad Khatami
3517a69a19eccb53495eb6a6937ce09a	Harold Bloom
2361086	Quốc kỳ ca Trung Hoa Dân Quốc
41893	Bức xạ
84299	Phong trào Cần Vương
32959b6d5ef861c48afa22a371991a49	ICD-10 Procedure Coding System
3349294	Bernardo Bertolucci
260831	Magliano in Toscana
366873	Beerse
42033da2a2cf1ba4044851c7d5fbf567	Kỹ sư cầu cống
402640	Giáo dục khoa cử thời Mạc
3185778	Giống ngựa
69405	Augusto Pinochet
820138	Thái Tân, Nam Sách
318608	Chiến tranh giành độc lập Thổ Nhĩ Kỳ
d8a01f1ecccd59556dafe515a9fe6c48	Tổng thống Bolivia
f0e33efbc899b35f0d3e519c51a39534	Học viện và Cao đẳng Philadelphia
fb77af17ccb75e8efeaadff7025b2354	Thể loại:Sinh năm 1497
27219	Nhà Lê sơ
33751	Pháo binh
0b8f9002abc3defc54a2bf072743f0f9	Daena
6cd9313ed34ef58bad3fdd504355e72c	2229
d2ad92d28e55cbeac3e4763e60e93730	Gia tộc Abe ở Mikawa
59e43e2359c26d02fb6a5edf2a0436a4	Air Japan
259940	Casalnuovo di Napoli
1678637	Từ (nước)
527128	Antonio Gramsci
137378	Đền Voi Phục
269104	Abdul Aziz
3654858	Lâm sàng
3392569	Chiến tranh Tây Ban Nha-Mỹ
cd414cb765208d074162b69745847e36	Thể loại:Kiến trúc thập kỷ 10 TCN
0b89edab3a4dcad64c262d83f3bf917d	Bremen (quốc gia)
3425166	Bóng nước tại Thế vận hội Mùa hè 2016
568518de73bdd45d5b3cc5aef9bd0da6	Alaol
20421	25 tháng 7
ab622eb2f8f246983b7f922f247918f6	Châu thổ sông Yukon
ba0922eeb6279e56b1416a2fe41873f7	Danh sách các tàu ngầm của Pháp
71044	Côte-d'Or
828763	Beo vàng châu Phi
a07d9a1f4a8d0af8bc462498929a352d	Dan McKenzie (geophysicist)
258841	Ardahan (tỉnh)
fdba0289113ea27069349eff510dc682	Charles J. Bonaparte
1478432	Ourém (đô thị)
643952	Cách mạng Ai Cập năm 2011
d891b42f5dc21eba2922334042e0f595	Jerry Goldsmith
106942	Bộ trưởng Việt Nam
6030fabaaf9b0307399e1589acb7b1c0	Chữ ký
56d4536fcf50715bc3253bb96199cbd8	Thể loại:Mất năm 1901
c910ba89269f5f8af84a4526f94f2e2f	Chủ nghĩa duy tâm giáo điều
3268044	Bóng đá tại Đại hội Thể thao Liên châu Mỹ
f81614c33cb552bfd83ff264c3e2069e	Nguyễn Đình Viện
1738798	Cát (nước)
13156	Nhà làm phim
230380	Bắc Thần
93822e0073e82b428c74c1906f1ecc82	Hoàng Hoa, Tam Dương
3308e657985184cfdba958fd19473523	Ahmed Sanjar
c949ff55a4b0141a7317563abcdce7ff	Thể loại:Kiến trúc thập kỷ 1820
27211963f7a7049e503292c540849058	Chúa Giêsu trong Kitô giáo
529302	1652
3135	Thái tử
2448787	Belisarius
441405	Nhà hát lớn Hà Nội
111182	Nam quyền
2313982	Huỳnh Tấn Mẫm
260419	Akrotiri và Dhekelia
5c38b4be266a745249d1bc627cf01b09	Chiến dịch Nguyễn Huệ (1956)
225498	Cù Giang
d5f3f2218ed2f521c88f95ec37648e69	Chu Thường Kỳ
112552	Bóng đá tại Đại hội Thể thao Đông Nam Á 1987
96bc4d2de91af50958228aa8d683422b	Channel Islands of California
817201	Aden
1265773	Ao mặt trời
234242	Abkhazia
783610	Coahuila
405858	Bộ Thương mại và Lao động Hoa Kỳ
578435	1607
31398e016ba237d21c275318013daf92	Friedrich Christoph Oetinger
440bbd589c80bcf66ea40b9a4d29bf9a	Araucanía (vùng)
2f681c40b9f7b0955f3ee3642da5eb6f	Pentose
797	Canada
28712	Tổng Thư ký Liên Hiệp Quốc
52906	Tam Á
ceaf2965b96200f8d6a82b56c9818769	Cưỡi ngựa tại Thế vận hội Mùa hè
ec5c69ca57d429388a04f5f9d59f3cf7	Bernardino của Siena
820936	Lancashire
2446a527f1f9cd6675f141530be4d46a	Góc lìa (thiên văn học)
2047	Lĩnh Nam
1f682a2544b6bf24ccfadd3c0ef2bab6	Biển số xe Thổ Nhĩ Kỳ
540964	252
23b87068cfd905728358b6b3f5b3a4c1	Percy Zachariah Cox
823171	Đơn vị quốc tế
407855	Lụt
570602	Lubbock, Texas
3dfacb64b58531b34f8463481fdb5bed	Arbroath
51464	Logic
d74d89ecd100fc3bc25e19223aa2005e	Dục tình trong thơ văn William Shakespeare
405833	Chủ nghĩa hiện thực
24e1b25016fbaf85988b4eab04d9ad87	Rule of St. Augustine
1e2f52390de4a15d4bf5bbf5d97c87a0	Chủ nghĩa Kant
49622	Lớp Cá vây tia
123110fc75010bd8e089b6e3fd74b768	ArmSCII
d56c8928e557f3cbc415d764e0e47f22	Cần Chánh điện
1037883b7e266b3811ca93b3bd6aba99	Morris Kline
524145	Kavkaz
4e4f1b3671d2426c1dc6de9069dd6699	Những người khốn khổ (nhạc kịch)
dd43c685c6b838415a0704b8e9c97c38	Foluke Akinradewo
203105	Thập niên 1910
392212	1855
20458	13 tháng 8
936ea3e961f6a166debe050ea56ddad1	Chuyển giao thanh toán
cb835905b708f3fa2a2203d71b7396a1	George Shuckburgh-Evelyn
408049	Cacbohydrat
455826	Giải Cole
81836	Thất nghiệp
569095	Carson City, Nevada
a87320959c50080f181a0222c9a375ef	Chủ tịch Hội đồng Quản trị
84867	Chiến dịch Cedar Falls
530082	1149
3663374	1944 (định hướng)
240592	Bùi Hữu Nghĩa (phường)
20644	27 tháng 11
307693	Ally, Cantal
40069	Cao su
567153	Tả Tông Đường
beeb3207fedd788573fa37e81a191e11	Liên bang Peru-Bolivia
230641	Chương (huyện)
3158410	Huyền học
531774	2016
563313092fe5e902f5c1e9c746bd2c9b	Casa Calvet
3130914	Folk
c3dd17b1baedb59f429c246b69b615be	Chu Do Củ
12675375	Amenmesses
296581	Bộ Công an Việt Nam
e0b92715c7d0f8480ce5a95a3ca7486f	Bính âm thông dụng
076af6bc822c9c0ca4d46de55b210780	Bóng ném tại Thế vận hội Mùa hè 2016 - Nữ
486554	Cuộc phiêu lưu của Alice vào xứ sở thần tiên
71abe385f44d5423dafc94545b3dbc27	Cap and Share
60501	Bạc Liêu (thành phố)
268377	TNT
492f0a3bcfef3a365dd9d346532653db	Lại bộ thị lang
2653dc2b364828a2d78365017fff5309	Góc trông Mặt Trời
11531488	Ahmose-Nefertari
320351	Andrew Wiles
234964	Lê Ý Tông
78176	Quân sự
71474	Johannesburg
20187	1 tháng 3
10147493ef1998dfda5249fb8f64f7db	Edmund F. Robertson
17598	14 tháng 11
322035	Haumea (hành tinh lùn)
1279611	Thập niên 750
640993	Giang Ma
ab48c5f5d0679dae64e56318131192ca	Dakahlia (tỉnh)
af62fc9c0931e5fff4448c84bce4e7d7	Intel Science Talent Search
53719	Thể loại:Sinh thập kỷ 1510
102806	Air Canada
506ee6c3c75e60545d3e36ae815d212e	Anne Robert Turgot
107351	Nguyễn Quốc Triệu
2261358	Du lịch tình dục
ad6224179e6a42bd3f6d5ead851f6e92	Arturo Illia
581422	Alagoas
0836b05d9427dd854a3f0b3be90aa76e	Natural Color System
691197	Aplectrum
8f043e06b67e3e5e361acb15b9137445	Anton der Gute
5424f5d8e027a910e3635bfcc827fb69	Anzani
0f0cb209620d7d184aab74740a59e462	American Journal of Physics
a75535d333d3f7ad5af331d80b1a4ef1	Bầu cử liên bang Canada, 1949
51204	Cộng hòa
82b5c710b7a7bae1970efc52a9606d85	Antiokhos II
528912	1747
4d9ee5595ecbcb607a017ed8dcbf669c	Ayyamna al-Holwa
3492599	Auvergne-Rhône-Alpes
1e019c4c450c177542664840f7fa9ead	Ark-La-Tex
260681	An Hòa, Biên Hòa
540506	313
1938961	Asclepias linaria
418f8ff9e7299f2496fd2c3201f11e5f	Bayawan
7627dded4dbb0b3df73beccecf2a8fba	Hợp Phố (quận)
20313	3 tháng 6
238471	Dân Cần
ec742e5112e2162240e50de834309081	Thế kỷ 26
265844	Danh sách đô thị tại Quần đảo Balears
187194	Acre (bang)
74922	Đạo đức học
529254	1639
12460	Hàng Châu
c8cdd410ef50d241b7ea9851444c88f0	Các tu viện ở San Millán de la Cogolla
9574e02b00b61ca993e310d1651fb9e4	Ban chấp hành trung ương gửi Liên đoàn những người cộng sản
e3a446ebcf69cfeed7919d1bd52094d7	Châu Mỹ thuộc Anh
5f39b91d7032fce7c25d318525e3ef06	Government of Bangladesh
3634427	Pulkogi
2a2d90ab55b7a49cbbb5cbed65ff07ec	Les Belles Images
c9fdefd6ab745d14350a3a828ae065da	Tổng thống Tunisia
9c9f94c6abb16ae0c25da38bc2fd78b4	Cồn đen
58169	Thú ăn thịt
519113	Quan Thiên Bồi
9e701c338a624f2e42993295824d6598	Biochemical Journal
807634	Mendoza, Argentina
6a45bcbdfd8d992b4541281497ddf994	Bangar, Brunei
ede895c14fc6f0b316622995016e6e11	Cabet
d973bda851c4936862c57f97c3afe1fb	Tả Giang
fca0789e7891cbc0583298a238316122	2134
578314	Thập niên 1660
751d7543166861e32eb79f61bec2f824	Bảng ký tự Hy Lạp
9253056	Người Bengal
8674f206c55698ee168be2224d732816	Hệ chữ nổi tiếng Phần Lan
230161	Selim I
1505576	Lâm Phượng Tường
dbff4c5b890fa9122fbe04feb7041b5a	Andrew Maynard
21930	Furan
df840d20cb73631e1d9879e59f5dd237	Serabit el-Khadim
383823	Bashkortostan
646581274cfa4fd0645d359b297bb8c5	Blithe Spirit (film)
8ab78ae32e0a9a06e71e4b4f4613f828	Charles Augustus
3504449	Giáo thụ
270622	Blessagno
578316	Thập niên 1640
59a052b414d19168227a176f87e15a20	Hán ngữ đại từ điển
d6df5e1fb2e44544855c875aebf991dd	Thể loại:Mất năm 1859
abec539993aa7df263faadf7d3f52c77	Callao (vùng)
107734	Vladimir Vladimirovich Mayakovsky
588021	Công đồng Vatican II
7bcbd36f613438c635bb72919c4613de	Chử Nhân Hoạch
7788	Thương mại
1503123	Chi lưu
809004	Andrey Vitalyevich Korotaev
2658	Micrômét
206005	Minh Đại Tông
204704	Bắc Tháp
d1f6cd2c24d376db856ee7dae489d476	1775–95 in Western fashion
92992	Chế độ chính trị
25521	George Washington
70922	Kärnten
108519	Bóng đá tại Đại hội Thể thao Bán đảo Đông Nam Á 1959
543961	Chiêm tinh học
9086	Bồ Tát
4c40f19e804f88ca5fa4eae3040954fc	Kenneth Waltz
527235	Thể loại:Mất thập kỷ 10 TCN
799655	Giày
5d5bb837d61881ef5d52b403ff70e44b	Đại học Aberdeen
8075cfba66fdd3d0a9d5f2eefcf8a591	Linh tiêu
392180	1839
26e09cd4b0e249de7dc0a23112259c72	C. Paul Jennewein
d48b64be1a8e165fd8f8c69653754c55	Charles Curran (broadcaster)
321504	Nghệ sĩ
0a35b51496412c1540069e91c2de087d	Cyanea lamarckii
3371566	Người Phát ngôn
35512	Dừa
55dfd5d6f77597e338ccf38e6e3c6541	Bromous acid
2639	Atô
bb52d38ebde276f2421900a267c92dbd	Maria Amalia của Saxony
1441876	Thể loại:Sinh 195 TCN
23904869058525abe5940519c34381af	Encyclopædia Britannica, Inc.
3f4cb6825b89b921792e8f0299feb971	ISO 3166
529158	1513
251485	Dâu
407529	Chiến dịch Trường Sa và các đảo trên Biển Đông
238044	Gia đình Hồ Chí Minh
a934cb843ae0d6ae1cc1813acc77bc6c	Cuộc chiến giấu mặt
561387	Plectocomia
685556	Bùi Danh Lưu
52612d514e97f2afa1fc66979dabde20	Chiến khu Đồng Bò-Mật khu Đá Hang
095f9ae0add69c27129dfd96ceffd39e	Guaviare (tỉnh)
e67888c9bb0d7fb3f8c9f1b6971c2a2b	Muhammad bin Jarir al-Tabari
12a141b528d8c3f8df24141b5894c3d7	Chu Quang Trứ
529552	1597
61fba7d3f5beb1183a6465ddc47a829f	A Cáp Xuất
2205870	Iris atropurpurea
e7c8b7d9a3821821e536edc4db0d63c1	One Unit
265520	Antegnate
42992	Phan Đình Phùng
58d785b706ca79a7239b56253ff39c7e	(310071) 2010 KR59
21942	Việt Trì
3683789	Jerzy Stuhr
9b1dbd306ae5e4163dfec73c735ab8af	Cờ nhà nước
511e2b223bec5577ff06499c362b2056	Progressive Conservative Party of Canada
46	Bộ Kế hoạch và Đầu tư (Việt Nam)
08fc250adc1c773095d43ba80b77588d	Cỏ Bồ Đề
38179	Kenya
145230	Bản án chế độ thực dân Pháp
31c5a3708799a73e3136ea15e502f672	Piet Hein (Đan Mạch)
df3fad8e83557b863716d081f35191a6	Alfonso d'Albuquerque
53711	Thể loại:Sinh thập kỷ 1470
3410089	Triết gia
e5e361d2c3efa79458d04fe9c482a0fb	Aimée du Buc de Rivéry
c0aabe5eb56f92d8b110502cf78e8e9c	Arrondissement
905618ce5a03a19336e179fc360ec2de	Danh sách Hoàng hậu nhà Lý
753398	Bộ gõ
33626	Kiếm
1288196	Bức xạ Terahertz
565ccbdc525fcf6fe4d73358a83339a8	Davy Klaassen
72ad62ff5ebfcd376fc414bcac124689	Ammolit
645976	Agathokleia
815467	Floridia
804574	Danh sách đô thị România
1487721	Bút
36956	Cá
502952	Würzburg
48ecb39ce6a963faa46be436cd120218	Tổ chức DOI Quốc tế
3269515	Dị hình giới tính
acd125814dcb8f22f79b79850ff5c8d1	A.A. Milne
42795	Bộ Sả
7e521db8bad88ede93a3b270322ba762	Bất đẳng thức Kolmogorov
3e8b38defea644e06353867df41c7d2c	Benjamin Franklin Medal (Franklin Institute)
d266817bef41b2e2c67d04b035dc1c1a	Bóng đá tại Đại hội Thể thao châu Á 2018
bf9a75328da5268ffd9d415c330bb42b	Tập tin:De-Anschluss.ogg
d9b2b069afaec614aca0bdd1682d4835	Hệ tọa độ Decartes
288794	Mai Xuân Thưởng
578403	Thập niên 1010
308568	Các biệt thự do Palladio thiết kế ở Veneto
46a2f80c444b8c068879ab762a5ad81e	Giai đoạn cổ xưa ở Bắc Mỹ
8b2c5fc64a599d39024a8783f18765da	1896 Democratic National Convention
366635	Bornem
337874	Nguyễn Quan Quang
3229697	Danh sách Giáo phận Công giáo Việt Nam theo diện tích
3220160	Bảng mẫu tự phiên âm quốc tế
6118bcd0d124940da0aa762b67187f88	Qing Empire
ee659d7a0730a82d7ac9622749b71095	Ban Chỉ đạo Trung ương Cuộc vận động Học tập và làm theo tấm gương đạo đức Hồ Chí Minh
e33e365915e61b2a04787e2051584319	Lượng hấp thụ thực phẩm tham chiếu
233857	Dương (huyện)
589801	Vĩnh Phú, Thuận An
c256bd2726fef33873cd21bb4cf93b94	Apostolat des Éditions
2360481	Tiếng Copt
11240	ISO 3166-2
8058ef914bc4b7fcc71f0817208e913c	Bờ biển mài mòn
e4f5648f5f156952f0538f883712c797	Chính thể hào hiệp
359401	Lăng Chủ tịch Hồ Chí Minh
c414a7af015005cf16cc0bab078abc74	Các hiệp ước Velasco
631dea7fa1a6e2984bf725721de07b3c	Eiroku
2360915	Cổ đại
301119	Gương
2393327	De Gaulle
c3592878f89c605006c2f96b4437ab0e	Rashi
96184	Công nghiệp nhẹ
151708	Chiến tranh Thái Bình Dương
b0492085fd37b6e2fbeefa137ce5340d	Bộ binh Ohio 42
68850	Bóng đá tại Đại hội Thể thao châu Á 2006
85890	Ngôn ngữ chính thức
461442	Annoville
107896	1926
9e793b77b36594052ec92908992a84d4	Licius Varius Rufus
825669	Chiêu nghi
108587	Lâm Nghi
3231829	Trịnh Khải
149736	Giáng thủy
3402791	Cao Ly sử
529345	1681
19467	Thể loại:Sinh thập kỷ 1900
59528	Bác sĩ Zhivago (phim)
289396	Quách Tấn
514042	Arthur
f46372e6508d026baf7e3ebad7a80b20	Ceremonial dance
71994	MiG-15
194888	Côte-d'Or (định hướng)
112817	Bóng đá tại Đại hội Thể thao Đông Nam Á 1989
193205	Cao Tông
17572	Hầm Hải Vân
413424	Breitnau
