63096e84897868d4d2c84009096589b3	Arabinoza
8616	Tổ chức tiêu chuẩn hóa quốc tế
123322	Christian Dior
121235	Hồ tiêu
25c2f811e115713f17e5ad1e7b4d458c	O.S.
239827	Mar del Plata
172c925225d55fc5d1d735885e139a6f	Chống Duhring
73905	Friedrich Nietzsche
46f6b98ce0e1d05d5c922daa904ba9e3	Kíp điện
2eb79163463098020d7a157ba70ad576	Lịch Cộng hòa Pháp
987d5956a299ecf2bd3ad072812b9ab0	Alonzo B. Cornell
a8a988b39ac01503d3f6fc9ffd612569	Darmstadt (vùng hành chính)
559545	Kiến trúc La Mã cổ đại
529599	1568
5bd9e02b2aed3d7b4a8acad4ebc35958	Babylon A.D
53092	Vấn đề chính thống của nhà Triệu
43245	Can Lộc
8267	Không gian màu HSB
3676101	Ab urbe condita
786386	Danh sách mã bưu chính ở Đức
e45e69689c0f9259a4bf31a45805530f	Borazine
18e8a2722ad88c7bd5e666b5d7fbadc0	APEC Singapore 2009
11962959	David Cox
517111	Cuộc nổi dậy Lê Duy Lương
20519	14 tháng 9
3132770	Chiến tranh Hán-Nam Việt
43967	Nguyễn Kim
1ca000d26338b645090caa9634cbf683	Forest Hills, New York
321886	Vua Mèo
1242412	Bách Thuận
d41fdd3a681500a11fcc7ee8cc9f7323	Danh sách các loại lịch
70758	Nordrhein-Westfalen
17720	Lực ly tâm
578434	1606
810456	Camberwell
3960ab315cc8c79fb301f980def7a807	Công nghệ hư cấu
2360262	216 TCN
655420565356a9f6e8343b9db8dbb081	Thể loại:Kiến trúc thập kỷ 40 TCN
530974	1377
f74593fc8bc7f46d46a4e2a360792c77	Công ty Xây dựng nhà ở Selvaag
529996	1214
7d1122fd30e71fea32588f4645beb59b	Thanh sử quán truyện cảo
5331	Chữ Hán
3123362	Biên giới Việt Nam-Campuchia
184207	Spartacus
e134a1878ed5c155f216ae83227b392b	Bầu cử ở Massachusetts
91663	Luanda
199891	Ban Thường vụ Bộ Chính trị Đảng Cộng sản Trung Quốc
3121683	Cuộc di cư Việt Nam, 1954
a992069079402b1dd5d8c24699c2522d	Chiến tranh cận đại
32687	Lê Minh Hương
18583	Mùa khô
202825	Chiến tranh giành độc lập
225778	Giang Sơn, Cù Châu
9988f639d7f0738cae09e88124ab11de	Thể loại:Kiến trúc thập kỷ 1740
405936	Danh sách bài hát về Hồ Chí Minh
36609	Chi Cam chanh
127607	Antille thuộc Hà Lan
3624	Tiếng Ý
3148487	Đảng Bảo thủ (Canada)
3501769	Trung Hoa Dân Quốc
53765	Thể loại:Mất thập kỷ 1730
108726	Nhóm Lie
529569	1586
44175	Hệ nhị phân
2546	Đại Việt sử ký toàn thư
18321	Axit nucleic
267232	Casalino
530530	2013
1440822	Edward VI của Anh
1242429	Bản Khoang
119319	Họ (sinh học)
1585045	Lê Liêm
2218903	Alexis Carrel
6187914038b0d6bd7fa7dc7d1df841b0	Arno Tausch
530367	1407
1400128	Balochistan
11a1b18153e3f15a695f9c74184acd28	Eduardo Ledesma Romo
03f0f3ad549be080572c9faf5968fb16	Algérie tại Thế vận hội Mùa hè 2016
39f3064ca3207497cdb6206e77a81c51	Bạc (đô thành)
255576	Bạch Hổ (tứ tượng)
7bc1ec1d9c3426357e69acd5bf320061	2173
db0d1a601b5f11131c1194c8843f68cb	Laurent François Alexandre Montessu
7553	Hóa học lượng tử
67b75d403f7855e97e09c48dc5702d49	Quận của Bồ Đào Nha
2639	Atô
35808533af5acb30c3d93a992672c346	Enno Dirksen
116771	Vũ Văn Nhậm
11821	Côn trùng
324798	Cư Hòa Vần
1e6cbc4e43452c92340f2c2e9379c7bf	Danh sách các quốc gia thành viên Liên minh châu Phi theo dân số
863267	1600 TCN
107926	1940
392240	1869
193479	Bayezid I
424245	Cộng hòa Colombia
528921	1755
6739b487c00139dadd52d414a3e75cc7	Bandar Brunei
fc235a1aada1e052cf0f3e9fd8b823e8	Bolton Eyres-Monsell, 1st Viscount Monsell
199201	Stuart Hall
3652409	Liên minh các quốc gia Đức
502948	Bayreuth
80869	Dân chủ đại nghị
388185	1858
791916	Hoàng Anh
144296	Chiến tranh Krym
3242463	Lam Sơn thực lục
90412	Cường Để
3384470	Georgia, Hoa Kỳ
78326	Điện lực
fb05100eb8250adf05f33fb8e75d9d8d	Biểu tượng cộng sản
f26ea4b2d1a47a4ba9f45e1ff8d4321e	Bài toán về các phạm trù
66199	Ngô Thì Sĩ
71350	Besançon
d5f10934196159915418b1aa804590d5	Antelope Valley
209737	Chùa Giác Hải
63996	1976
11106895	Hệ tứ phân
ecf4d8a7c7e9d873b26c424e5952d12f	Môi trường hoang mạc
92545	Kim Thành
783628	Guerrero
f7d49125d217a39713aeda046912399d	Algeciras Campaign
867582	Aqaba
273217	Google Books
5529	Chiến dịch Hồ Chí Minh
147205	Chiến dịch Thung lũng 1864
262959	Cởi Mở
93a800d1653ad2d9a5db53de82c0d3e4	Công nghệ công nghiệp
dc05f09ecf5c230b990207abc6b273c3	Bonneville (hố va chạm)
a7f0b16a54f4bd0dcb6fb7bb625b3cb2	Bugi
117933	Herman Melville
3149605	Quốc hội Anh
176d1a9bb4e4b4298cc8732525e94760	Isla Perejil
9610b279e9abcb52978c12abf10918d2	Các nhà tiên tri đạo Hồi
a2638636cf306e86fa2d66fc5efdca86	Chronicle of Higher Education
234915	Lê Hiển Tông
da34a1530cf773bb9f4b518f6244b239	Baraki (huyện)
97749	Cambridge, Massachusetts
375147	Alva Myrdal
383847	Allvar Gullstrand
32419	Ca trù
2461518	Chính Thống giáo Nga
182944	Chủ nghĩa chống cộng
2414221	Liên minh Dân chủ Cơ đốc Đức
e29469d2f48e283da279755c1b89f284	Hội Nghệ thuật và Khoa học
1251729	Phúc Thành A
63113	Diễn Châu (định hướng)
47629a6f77f3860bf88c5f82f943cc4d	Quân trang
1279665	Thập niên 220 TCN
aa60d8f3532ca055ee816820481fe4d2	Hasan ibn Ali
103181	Adrien-Marie Legendre
307694	Alleuze
198068	Edward Gibbon
7740457	Cortisone
58232ff1acccb630698982f640b223f0	Grigory Semenov
110990	Bóng đá tại Đại hội Thể thao Đông Nam Á 1981
36302e1973203ce5f545002974879b10	Frederick Ogilvie
34056	Dale Carnegie
799988	Kim Khê, Kim Thành
416578	Göttingen
49a67906bff2ba99f5f5bb2dbdeabc47	Huy hiệu của Alagoas
7bd6fe155f95dcd66af7d402a865edce	Memory (bài hát của Cats)
992feabbc363bfecf16f7c3a48974616	Trung tâm giao dịch chứng khoán
14100	Chì
cbad1edd3f039ab37fce74b472b926dc	Hạ Nghị Viện Canada
4931	Phan Bội Châu
1751733	Andreas Vesalius
448dc0b5d3d377a6c44e51e519f93f3f	Hóa hơi
20501	6 tháng 9
ac9e46786562bf0396ec41317f5a84c0	Robert Jenkinson, Lord Hawkesbury
467aad47ec861152baeb92f55973c7ae	Emesa
d6554a6db8e175480c13aa387908eb37	Jacques Maritain
471394	Hệ tư tưởng
235253	Cảnh Mã
528880	1726
52612d514e97f2afa1fc66979dabde20	Chiến khu Đồng Bò-Mật khu Đá Hang
24613	Chùa Trấn Quốc
d0f5549531c1061f7b0d2d5106125b89	Die Zeit
e18f1c4c9728e1c0b2269e1b2b5448c9	Algérie tại Thế vận hội Mùa đông 1992
10591	Genève
650775	Gibbsit
474267	Palermo
48046	Manta
58174	Liverpool
bb0d707b3b901fe8f24d6c9447ec960b	Abu Shaja Ferrukhzad
89822	Hồng Gia quyền
1765780	An ninh quốc gia
110285	.tf
820684	1 E9 m²
320349	Drikung Kagyu
818596	Hòa Mỹ, Chương Hóa
6e1362bdac3315135daaf5199c0ddee1	Cajun
d3bbd41d49b888731cdcfe910ebd9efa	Chính trị Hắc Long Giang
392224	1861
3833103abe12f1f483bc9711920fd5b7	Bắc Rhine-Westphalia
0f38c3e66f7680e9d07cd12e18e03208	Amazonas (Brazilian bang)
807908	Faro (tỉnh)
4769	Ninh Bình
11170	John F. Kennedy
68616	Hàng hóa
4873ded108752519c4e04a4690caa23a	Bác Khách Đa
3189797	Doanh nghiệp tư nhân
9cbbf9a619fe3fb3e64ea1315593b885	Chuyển vị di truyền ngoại gen
565142	Bianzano
16203	Giáo dục
75436	Bánh đậu xanh
4620	Tôn giáo
f6448b15ccbe93941b9b2a3d09adb0cc	Capaci
578300	Thập niên 1770
71025	Ariège
1492745	Ajman
267297	Bolzano Novarese
107917	1931
6d3a8f4fbb36e555ef6e31c56084896c	Phạm Huy Phước
2667418bce9397be1729e63c644ed035	Đoàn Văn Liễn
113510	Cam Ninh
276600	Ahmad Shah Qajar
11667	Minh Mạng
529397	1604
220f96ec7faf19b742d70fa4e2ccba2e	Học tập và làm theo tấm gương đạo đức Hồ Chí Minh
7fd9947109588a59784a2712988321d8	Castelseprio (công viên khảo cổ)
69299	Cách mạng Tân Hợi
145240	Hoằng Hóa
709464f8d902aa7b46a2a88dbcb4c1d4	Beverley McLachlin
11616	Nghiệp (Phật giáo)
17537	Tiếng Phạn
70888	Quân chủ lập hiến
529351	1685
1519927	Antony Hewish
53749	Thể loại:Sinh thập kỷ 1660
392129	1814
3683423	Hiệp ước Amiens
193018	Bình Phòng
85830	Nguyễn Quang Toản
1732318	Geraldine Chaplin
9d202370b7710c3db11cc4e967285a7e	Sách Gióp
e7bf0b7c0bf64865979797f500b486d2	Mềm mại
2416951	Mansa Musa
3c63d52d5c3449cf7506e29f5bc69ada	Thế kỷ 29
139407	Cung Hoàng Đạo
54facff12a023f9d02711129e57fa05c	Albertopolis
417033	Amur (tỉnh)
bd1619f766ea73cb17d3c3086f763ed5	Hiệp ước liên minh
73dd5f9b23452ba147560b921ef73c25	Barmen
e99d936168c8468782a8ad20daf713f3	Selenehelion
aab8fa7e025c081fb1674371818d7512	List of ICD-9 codes
bea412fb47bc82b3211e333209e2a352	Danh sách các tòa nhà cao nhất theo từng tiểu bang
72784	Lục Ngạn
b713c7fc77ffccdeed73041fc2240493	Thể loại:Thành lập thập kỷ 1630
112494a0450bc317cfe27d0295b888f4	Central Jersey
19012	Mỹ Tho
152088	Bảo Lâm, Cao Bằng
36346	Sông Gianh
d443c5f2b11f3ddf604f2981479f78f2	Thể loại:Thành lập thập kỷ 120 TCN
27335	Bính Thân
31080	Nhà tù
d955c3db3717753303948190649f1cb9	Alt paa sin rette Plads
e16d5ffb9c07abb8c3f7325d331d25d5	Chính trị Quý Châu
c7a280ff4a1d991472ba2e02418e8296	Chính Lam kì
8848d276bf245bcfb81717987aac159d	Chautauqua
20133	6 tháng 2
641c5ef4e6f068dbff7ecf00b929e020	Biểu thời gian ách thống trị Tatar-Mông Cổ tại Nga
301255	Eocen
cb29d32d2b69a6a88e8878055511d44b	Astrophysical Journal
511e2b223bec5577ff06499c362b2056	Progressive Conservative Party of Canada
528955	1793
263719	1876
186869	Congo
55951	Nam-Bắc triều (Việt Nam)
180c2dbda7668b478a77027dcb24161b	Thể loại:Thành lập thập kỷ 1660
402379	Bộ Quốc phòng Hoa Kỳ
f007ea22e655a4ee3a43ddaeb32e4007	Banu Mazghanna
36522	Cam
249d79548e88b760a5a727ee3483e1e9	A Nhĩ Sa Hô
1277	Tiếng Nga
2359681	Bùi Thế Đạt
109542	Thể loại:Mất thế kỷ 19
ec9829453ec74dcb88f4f88da5197d28	Chùa Chandaramsya
68e28f082e93bb5cb931b8ec97ff7d76	Bambini di Praga
37566	Comoros
106924	Bắc Giang (sông Trung Quốc)
35626	Henry Ford
19063	Chế Lan Viên
783915	Axit lactic
3389206	George II của Anh
92634	Miami
813398	Chính Tương Bạch
3349652	2120
392182	1840
107939	1956
ce22cb7fe623ff248f8c6267f0765b68	Biển Cortez
59ba2b702a8fea7f68e101dffdb907a5	Mychael Danna
124216	Đông Âu
138312	Albert Schweitzer
107858	Phương Thế Ngọc
2420269	Cộng hòa Ả Rập Thống nhất
116bf16b48d220b051e9b150768f8130	Học thuyết Cần lao - Nhân vị
89058	Huân chương Lao động
90534	T. S. Eliot
27343	Giáp Thìn
1402137	Axít amin
78892	Helsinki
dea8f14f795c49c2ff0bd9fe45b1faca	Assuwa
20600	25 tháng 10
242318	Baku (định hướng)
231351	Doanh Giang
24175	Indonesia
e33a28b72378095908cdc3613fe44576	KStars
fddf212cc1a4bae77041aa8a846eef8c	Adhamiya
e5e361d2c3efa79458d04fe9c482a0fb	Aimée du Buc de Rivéry
407606	Jean-André Deluc
77bab617ab0094fdfae58c045eb92ed8	Hồng Thiên Quý
18599	Mùa xuân
79951	Jazz
c1c4aa6948e18150ff863928065f051f	Chu Từ Trác
529378	1696
1717103	Ban Kinh tế Trung ương Đảng Cộng sản Việt Nam
74089	Biển Caspi
887569d850823984aeea8e1e09133dc0	Bóng đá tại Thế vận hội trẻ Mùa hè 2014 - Nữ
20704	25 tháng 12
16987	Công giáo tại Việt Nam
01f047a87799fd9cfa3cf8d5da382b57	Ernest Gellner
47528	Thế kỷ 11
3729	Mặt Trời
021462a902e6af2707822ed14957be38	Thể loại:Sinh thập kỷ 160 TCN
f79d8747c0413e28534bb92628a29903	Gharbia (tỉnh)
294587	Batna (tỉnh)
42358	Chi Ngọc lan
574130	Castle Rock, Colorado
529401	1601
392133	1816
59360	Cửu Chân
115828	Benjamin Harrison
640b7e622ae991aef2e464a9b95f1c12	Hagios Demetrios
13885	Phân tử
532416	Học thuyết giá trị lao động
109038	Hà Trạch
440446	Sấm Trạng Trình
468343d2ed732285dba72e8affcb1e44	Badenoch
821668	Bình Nguyên (tỉnh)
789112	Longvek
799697	Banteay Meas (huyện)
148616261538a885f25d5f2d1825ab48	Nguyễn Quang Thiệu
3474	Giáo hội Anh
1762814	Danh sách kiểu núi
8247	Kinh Lễ
37aae63fc400cdc1a06c23b5f915dcf1	Death and culture
546390	Islas Chafarinas
529372	1693
8e234489cecb94e1ce9740943f119c64	Cảng Alexandria
3284678	Danh sách người Kitô giáo đoạt giải Nobel
21972	New York City
396179	Khoa học viễn tưởng
bb3d41758a515ee367c6ca31745f8f6d	Chu Do Hoa
194937	Lý Phật Tử
a8b934e4e99999190b0b8cbcb50212ff	Bành Vũ Công
316868	Ngựa
1288196	Bức xạ Terahertz
3394453	Touby Ly Foung
69e43f851b87904cf38902767081bec0	Số chứng minh
1772373	Nature (journal)
803dc643860ad3bd61ad42607a23577b	Bộ trưởng Ngân Khố Hoa Kỳ
8944bf0b5187bf6707d51754ecf1e9d4	Drahomíra Tikalová
143430	Mù Cang Chải
38179	Kenya
55405	Nhị Hà
59009	Hạ viện
815470	Avola
14974302919873485fec4654d3b21b51	Dick Gephardt
115741	Công ước Ramsar
43927	Chân Tử Đan
449793	Giáo hoàng Ađrianô II
3701202	Bộ Công
b62f2abbf4d6128a98ed86f13dc64f52	Oley Valley
515729	Kauai
12053337	Diệp Vấn 2
141022	Arthur Fadden
67206	Tam Đảo
a55ea6b20407e6bcc37bae8f625e73fc	Hệ thống giá
166277	Tam Dương
146806	Norodom
27359	Canh Thân
271d4ebaef417e0798b1d24148f10f39	Global Volcanism Program
3677467	Cuộc chiến khốc liệt (phim 2007)
46334	Massachusetts
71b32d50f4f49c9e551e4774b6a30e18	Anton Pann
529602	1565
231891	Cách mạng Tháng Bảy
fc42004f38c6e800198d88279ca3008c	Charles, Hồng y của Lorraine
1316085	Baraki
0e594ccaf38d2e9ee7d1027ee608850b	National Library of the Czech Republic
460600	Jacobus Henricus van 't Hoff
578293	Thập niên 1820
71083	Bas-Rhin
40157	Mạ
42cf1eccb0e7126c19aac2b9666da1c3	Chiến tranh Boer lần thứ hai
4850	1 tháng 4
529917	1252
95015	Vĩ tuyến 38
4a4b6313fed60c297a5cfe62184d5790	Mai Dật
fce6bfcb390115382b1d7bf61a307bd4	Teng County
a2ed858dbfe0b03988499588a1b4491d	Nguyễn Văn Hoằng
1211320	CAF Champions League
526186	Buffalo, New York
3658518	Ferdinand VII của Tây Ban Nha
6d775d64a1af1fd415b595ce8594fb5d	Bọ chét cắn
863959	Hùm xám
105606	Hòa Thân
458852	Trăng non (phim 2009)
11764078	Hồng Thiên Quý Phúc
862f2196f676ac046c575570c209b992	Danh sách thế kỷ
804515	Điều dưỡng
574117	Alamosa, Colorado
8425	Sóng thần
29600	Cuba
286147	Quận (Việt Nam)
198151	Đường Chiêu Tông
6e768a1b290bd3c879d479415699f98f	Arica, Chile
7449580	Bảng chữ cái Latinh
235255	Bamako
7de60cb64c1ec83a4de9204bb98d94f2	Demographics of Switzerland
1751385	Emil von Albedyll
2185e77e7fbe29e4e6cbc182800fa810	Phong trào Wikimedia
63325	1996
1589438	James Gregory (nhà toán học)
154513	Thương gia
d769dd833fc967c2b73a9b257bd8cd85	Cao Tắc Tựu
0a87257e5308197df43230edf4ad1dae	2190
7249f3ea74d1bcb0cf6362d586a3c79f	Harivarman II
38451	Di truyền
454835	Giáo hoàng Alexanđê IV
10f66de3e1b5a62ee6764bc779f65dc9	Cefalà Diana
365818	Chí Thiện
a5bb7dc30fb64688b8be63db24a3a9fd	Bùi San
49976	Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khoá IX
3172a0c56f4ba41507ae2f55e6b331df	Cornelia Postuma
9097337cde291957fc782a66bb725574	Dương Duy Thanh
1441480	Cửa sông
e26f505b3ce5e1ed5aeb22086a37798a	Nguyễn Phúc Ngọc Súy
3943	Hà Nam
2260801	Walther Nernst
8bbe56828b698ccbca58758dee7be61e	Arthur Hugh Clough
83919	Hamlet
ff56836c5480f97f718ee19bf7435407	Bangor, Maine
364038	Hanja
256701	Bắc Cực (lục địa)
261995	Castell'Umberto
bd47d785c8d965884d759f4915fdccb9	Héctor Fernández Aguirre
426c8ebf21aeeea263bd1714dbb5b2e6	Butterfly and Sword
1745083	Alexander Severus
8624	Tập tin
f19f8a6062d46112548bf8acbfa8fd5e	1870s in Western fashion
8802805	Dãy núi
8222116b9e8db4e41aacfc901d33d9aa	Công thức Jacobi
231387	Hồng Hà (huyện)
106028	CONCACAF
34187	Bà Huyện Thanh Quan
107893	1922
d0557d0c46089d7c71daed26342ef3e8	Cầm nã
3ca4ca6c12a514917020e3fda5810887	Alexander Korsakov
6850	Báo tuyết
83325	Trịnh Sâm
53622	Thể loại:Sinh thập kỷ 1030
09566ef4d1bcf42b4ae8f1621dd5385d	Chùa Bửu Long
778822	Người Basque
1401802	Charleston, Nam Carolina
341628	Sách Dân Số
1249412	Godavari
529343	1680
440540	Nguyễn Cảnh Hoan
a3568f8a867dc0ef6ccad09f880ec683	Lenox, Massachusetts
11082204	Hiếu khí
3e0292fbe5cd3995d89902dd7ff855cf	Boshin War
59e0ce5b204b75a4a1a99252b6d2b916	Sách Giôna
0c19d172968af493abacd647eb2ef852	Chính quyền Florida
13080	2000
1744378	Chiến tranh Punic lần thứ hai
804865	Baikonur
b26282d7a034ce03d759b0063a0d46b4	Gorgor
44814	Động vật có dây sống
3697539	Seokguram
107931	1947
9e743ca8b403c81e025aa92675da98ab	Jean Rapp
800950	Bourei Cholsar (huyện)
71339	Angers
b802ef7b059cfb521665cfea8a887e65	Huy hiệu Tỉnh Amazonas
894059	Hồng Tiến, Kiến Xương
187153	1897
48165	Chủ nghĩa Sô vanh
530503	1493
27387	Cuộc tấn công Iraq 2003
296899	Dãy núi Sulaiman
6117a00821f7de64e4213b270139c957	Al-Idrisi
63316	1999
235775	Trịnh
18850	Ångström
387131	Biển Kara
11107613	Bayou Bartholomew
ab4e4e01b68ade1a80335945aacad24c	Danh sách lịch
75f6e53f079320569054ff6754d8c6cf	Sách Isaia
54571	Hợp xướng
250882	Hạnh phúc
3694265	Aryan
92535	Trịnh Tông
35a47f3926df4478e7827a781bec8f49	Cao nguyên Colorado
242753	Anguilla japonica
8213cf8d739fd49d2445d77c86a400b2	Barbizon school
5233	Tiếng Trung
200844	Cổng thông tin điện tử
a83588944c682c8e9b2840f270c97361	Bắc Dương
a96d068f5897a2897cec10fbe003f81e	Nguyễn Quang Khanh
c909e608a710d592af10c536662e92c4	AVNOJ
77616770df02048bc199b74a9e991e95	AIBO
796601	Ngụy quý phi (Thanh Cao Tông)
232573	Giang Khẩu
20535	21 tháng 9
daedb76a52b786a0ae4a40a584ae279c	Barstow, California
20285	18 tháng 5
1425473	Hồ Balaton
3201676	Allegiant Air
1242232	An Nhơn, Châu Thành
4ce672e1eedc4939e8a80630f51b1678	Belize Barrier Reef
797641	Kandal (tỉnh)
20521	15 tháng 9
0973735e874d290cb41371635b81c3d0	Captain (Royal Navy)
27b91237184d4d860ebab48a5a47259e	Chronobiology
172818	Lục Nam, Bắc Giang
4706	Công nghệ thông tin
e9875bd561c47da75b2c442a5c670bf7	Athlone
07b7bfb5fa78011f3634ef86f1f19c74	Chư La
1243068	Cầu Dền
e01d7f6d36a210f91a929c36c8c4458f	Chiến tranh trên bộ
7620f059c9d55f8bb8856ce5e2879cc9	International Commission on Stratigraphy
321751	Bộ Ngân khố Hoa Kỳ
3264910	Aziz Sancar
553473bfb7226d38388838afca065ca4	Albert Einstein trong văn hóa
a14fbf6b7382e1207bcf25d10476b4ad	Antigonos
1465156	Chồng
41357286f9e3b5e070e5d9539a72c9ae	Javier Valle Riestra
77155	Doãn Uẩn
ace79aa37ceafb55b24d5af191c02d93	Kèn
3f1bde33f6c2ac5acf0309c3606a16c8	John Abbott
94e1723eaddeb6d155016599cced6bbb	APEC Singapore 1990
18349	Carl Friedrich Gauss
2084c04f7a380a68b653e5fc82d352f0	De
77810	Chủ nghĩa phát xít
529560	1589
eec6bb73bdc9165d3d46aa7029f3a4c3	Campanian volcanic arc
a87c503f13c40a263a3cda8f0bfe1548	Alawism
55d5039c09b79778a10a97aac0c8c6d8	Gananath Obeyesekere
41740	Kiến Phúc
127578	Bộ Binh
150165	Andalucía
499780	Trần Văn Truyền
253632	Ali bin Abu Talib
15962	Xiêm
201762	1776
264490	Sicilia
64293	1970
1343735	Barra
ee659d7a0730a82d7ac9622749b71095	Ban Chỉ đạo Trung ương Cuộc vận động Học tập và làm theo tấm gương đạo đức Hồ Chí Minh
323235	Chilgok
11808805	Nam Hải (Hàn Quốc)
e33e365915e61b2a04787e2051584319	Lượng hấp thụ thực phẩm tham chiếu
264874	Không gian Euclide
20657	3 tháng 12
43936	Lý Tiểu Long
263678	1892
257888	Bắc Chu
ae81f55880494757934da76488402dea	Nội kinh
3514459	Tiếng Mãn Châu
d89179bf3e887b21d59df8099c9a7b3f	Ayuttaya
54135	Số nguyên
17669	Cộng hòa Nam Phi
1279662	Thập niên 190 TCN
ce91c258464b2d1a40419b5cd3e8785f	Bán nguyên âm
6db16e48e39d3f42c3a7a620b71e04a1	Các vùng đô thị Pennsylvania
570464	Antwerp
107816	1908
3646016	Hồng Phong
e80a4d41ded3f2cc5365994ddd6566a7	Castel dell'Ovo
579229	Ban Cán sự Đảng Ngoài nước Đảng Cộng sản Việt Nam
36289	The New York Times
271131	Ngô Nhân Tịnh
8bf503c111f09c4b6584677502a710d8	Nguyễn Trung Mậu
91c5bf16b85155587ca6e8585eb8d447	Adam Sedgwick
42668	Thuốc phiện
5132	Hệ điều hành
c484a2735420c44e1c145e580ef14109	Admiralty Shipyard
95923	Aragon
3187630	Jura muộn
529558	1591
200998	Kamrieng
19186	19 tháng 11
183334	Trung Cổ
27572	Alexander Fleming
247211	Karl V của đế quốc La Mã Thần thánh
529369	1691
11240	ISO 3166-2
37bf4f8e70dad1bfe60ac772bf98c2f0	Hồ Great Bear
cf28b00bf868be9ae2583fc464b1d7d7	Chính phủ trung ương tập quyền
e8b2675a6dda81124e9815aef271a4f0	A Lan Châu
48401	Số nguyên tố
59909	Amsterdam
76b56a44ae101a1b3b77f2417480a53f	Phát sinh dân số
a94dce2d48a8a9cd9d690820f7148398	Anna Bijns
86915	Lê Văn Khôi
103260	Kinh Môn
173474	Giang Xuyên
b8682cfca9e90400e1490910ccd65b15	Biên cảnh hầu quốc Meißen
362412	SI
af65fde92bdb5d099eccb90bc3dc71f5	Bản Kỷ Toàn Thư
1b2d76faa7b84df0ab60ad4f60e045d0	Alcetas II của Macedonia
845aaa85c0cde27f02e42ac93b0ba624	Cornelius Jansen
137835	Bielsko-Biała
116480	Hans Lippershey
464073	Ammonium nitrate
c4ea7c5e87eb6de4993e37da3b194ff3	Chiến lũy
3432530	Chế độ nhân tài
864032	Báo đốm châu Âu
3422854	Ban Dân nguyện Quốc hội Việt Nam
65503	Wikisource
19306	Bệnh sởi
737798faa72260218625ff043a0aedda	Eva Jablonka
83201	Auckland
8e2bec612156d8b646fddb66ba2706f0	Chu Từ Lập
708921ade7e51efc9a54e18bc4de1a47	Thế kỷ 2 TCN5
71018	Alpes-de-Haute-Provence
5c37c2ba2c7656cd667efc4e7fc50d37	Người trung gian
9282	Quốc hội Hoa Kỳ
2261063	Artturi Ilmari Virtanen
56207	Chi Lãnh sam
8b79bc699efa37b11e5aa9fd4c5cdc3f	Hiện diện thực sự của Chúa Kitô trong Tiệc thánh
