1519217	Curitiba (định hướng)
116081	Lê Tư Tề
accddf8949e4f86ef637e309d92b1e9c	Basmyl
334031	Thể loại:Mất 209 TCN
530669	925
d99cdd28f072206caf0a444a8d9571c4	Rabanus Maurus
2361777	Andronikos V Palaiologos
462886	Sách Khải huyền
f96483e05ad928bc4b109edd7d45b6ec	Gia tộc Ryūzōji
86676	Bắc Kạn (thành phố)
7216421b09ea4c7aece430b4f360a827	Hiến pháp Bắc Đức
b443a90ea9f12b33aa921e7ed1ed3b4d	Shimsha
19534	Thể loại:Mất 1710
3257571	Nguyễn Thị Huyền
33a61062aa4da2b795b7f9616c138b89	EST
800948	Bathi (huyện)
72557	Danh pháp IUPAC
baf889e50963546ce5dfd51570d51f40	Diego Barros Arana
304893	Video game
69102	Thành Hwaseong
8bc9bb8dff09c1ecc2040140ecf1f871	Nucleic acid nomenclature
107522	Hòn non bộ
3698656	Hoa Sơn
445ea2f57b3852371aab3ab0c7ff10f6	Populzai
d345feb78b443673c8c595428b7a986a	Biểu tình Sài Gòn-Chợ Lớn 1950
148616	Bộ Linh trưởng
140495	Hoa
026d926ba36e1e0e11b6abdc42e0216b	Quốc huy Hà Lan
3470	Giáo hội Công giáo Rôma
1558758	Hồ Đắc Điềm
da48f934a3c2a81bbff37cbc5d9827c4	Antonio Farnese, Công tước của Parma
517957	Alaska Airlines
a4ceacdb7d3527dd66d5c5cf89879b06	Bar (law)
1242920	Cẩm Huy
450144337ee04c0b22de765c04b05331	Gerrha
ec61cb3f55c9f59d9b30ff3c84081262	Dương Văn Phong
2968bdef4f100261b367ed4b8010670e	Di truyền học tế bào
30325	Giáo dục bảo vệ môi trường
75284	Quốc hội Việt Nam khóa XII
1bec89976dbfb9ae15261adb84ef94e0	Cainotheriidae
1765503	Anton Wilhelm Karl von L’Estocq
3353766	2092
528866	1721
304329	Baby, Seine-et-Marne
133268	Giuseppe Garibaldi
88b24f5285ba9114202994b0e5c97b9c	José Bernardo de Tagle
37157	Danh sách đảo theo diện tích
99459	Ahmedabad
3157493	Amano Hiroshi
5a3617ac72d32e44e0202844de3262c8	Antinomy
4abdb9f49a8cfd2bdf7b3890a383d08f	Cơ quan Quản lý Trường hợp Khẩn cấp
54675	Gia Nghĩa
d528f25aa431d886f575d97743c41b78	Eucalypteae
811056	Danh sách các thành phố lớn nhất Brasil
138744	Giá trị trao đổi
2360340	Ahmed H. Zewail
3524820	Bắc Yorkshire
3670654	Tiếng Hungari
38324	Cộng hòa Dominica
f0dcb365320eb151c256ba362e7c3220	Chùa Sấu
9cea79285d57b9cd583382e838949549	Thể loại:Phá hủy thập kỷ 1530
822669	Olinda
95b9970f3619c6e1481387610eeca25c	Biển Archipelago
116700	Hernán Cortés
108373	Biên Hòa (tỉnh)
649610	Chiến tranh Việt-Chiêm 1471
84036	Bạch Hổ võ phái
135739179f55cb0ec3ccc86b559cb33f	Bảo tàng John F. Kennedy
56ed2f8c070335487f16aedd78f3a50b	Aoulef (huyện)
41630	Thành Thái
7955275	Học giả
2151cc0b2bab35c1df615b884839c259	Báo Sài Gòn Tiếp thị
815531	Luân Đài
3269361	Đảng Tự do Canada
0ff66bbe6bbd53098bf21c9e3dc009a5	Adwaita
806599	Cống Sơn
524046	Hưng Thịnh, Bình Giang
420660	Hoàng thái hậu
69cd42cf0c872939592c4d5c20534c8a	Danh sách năm
282910	Alizée
5459928475d67c6ab6d041d44e0e75ec	Charcoal
7514484	Di tích thời Đinh
529204	1564
d2dac6e72dfca7b75f738ef61f7d775e	Nước mắm làng Trài
71823	Tung Sơn
b7f7d07cf58aca3e9d38331148bd43a3	Cressida (vệ tinh)
2235317e571a0a076343862a23378a0d	Miền Đông Hoa Kỳ
365fc68c6e4b0a655d8c70a6e82894d2	Armenia tại Thế vận hội
842c74c71f47a717da88caa4459f8243	Andrew Huxley
301794	Trần Danh Tuyên
830159	Canis
333397	Diệp Vấn
4711744d63ac81177b5fb86299ec7010	Chiêm tinh học và khoa học
d7a2ca50d32778fa5de7e1c21b517795	Bò cạp trong biểu tượng văn hóa
b558addb9a27c6c24556fcb72ff6c481	Nhà xuất bản Khoa học xã hội
92561	Đào Tấn
6aa8d7c1c0e551e49df38f6b6bad539d	Hệ sinh thái cao đỉnh
1133406	David Fincher
2378868	Trồng trọt
7623d8a809dde804060d7740c3899911	Christian Science
2423260	Die Zauberflöte
ac0ade7faddb4713dcd15f1fa839a31c	Quốc huy của Đức
fefc608d0faa6554d8569f2c837212ef	Luisa de Medrano
530960	1357
ed2f0d19459ae9e1728ee0f969f60915	Hà Thọ Tường
47287	Ca khúc
b30944cae88bc8a08324b766d2b75f71	Abdülkerim Nadir Pasha
574649	Cosimo I de' Medici, Đại Công tước xứ Toscana
2b8d032e6897449cfc7889aa1365efab	Yale University Press
56886	Alexander Đại đế
71339	Angers
529376	1695
16768	CNN
192163	Eric Hobsbawm
123477	Giải thưởng Điện ảnh Hồng Kông
110118	Lhasa
413425	Buchenbach
07d0285b5e211a7d871c98f575a3819d	SEO Economic Research
3576eca5c11450694b5d6b7552bfb74a	Gloucester, Anh
cf98c9a8b1aad7b8c26b16b5c5768c1c	Felis Pita Rogerigate
51251	Cách mạng
307692	Andelat
349410	Kim Jong-un
1747758	Albrecht của Phổ (1809–1872)
2400709	Nguyên Đế
b0bdf2f1f8ef1dd8564c29246eac46d2	United States metropolitan area
228167	Henri II của Pháp
3159918	Dương Thị Ngọc Hoan
334646	Hull City A.F.C.
44ffee7331aea1f3b1f74f33e12aaf87	Hoàng Nó
4523	Tia X
11709273	Công nghiệp hóa học
3696219	Orissa
3217716	Bò tót Đông Dương
12381699	Jules Patenôtre
6550fd2ca5845fd54123e52743b9fb5a	Bát Bửu Phật Đài
52143	Lưu Trọng Lư
2b656d3eb328bcb843a810573d33ae19	2007-02-24
66125	Chính ủy
0a94a6187bff6679bc3ee96ac0da9a0d	Cân bằng bức xạ Trái Đất
529987	1205
769396	Biệt điện Trần Lệ Xuân
fcc90abbbfb0371be5ee4748753c5564	Hiệu kỳ của Lubbock, Texas
99282	Nghệ An
bfa30819ce5904fe106394c009b39136	Cyanat
4767	Trần Quốc Tuấn
e43423d974f73ccd40b20a48b4d022d7	Axiom of countable choice
375338	Tuyến thượng thận
208938	Harvard University
635581	Bùi Minh Quốc
8677	Bán trục lớn
e12137e61d9a529ff1a05899a4796603	Danh sách sân bay theo mã IATA: I
6fc0819bdadf3453be9d634af2456055	Anpơ Bergamo
407347	Chủ nghĩa hiện đại
4522d4dc60fbc3d9b4ffcc45684d426a	Asset Issekeshev
71956	Tỷ trọng riêng
eaffcadfca9371b49b9edce40419bddf	Báo nguyên thủy
2c2e56889a26cb13bf905dc64780c8bc	Arrapkha
2ec772945c0148aab35a20e8e2e62763	Blue Conference
46631	Louisiana
1244796	Hưng Long, Ninh Giang
e8c2f18b0878f99bfc4c77443a5aa289	Futura-sciences
1273798	Kłodzko
2f52ab8a66e12a586f51fe614af3c83a	Charles V
65356	Ba Vì (định hướng)
17e766ca13e273cb69d47a5715c8b617	Arthur Anthony Macdonell
3166853	Hội đồng Liên bang Đức
1439308	Abbey Road Studios
3278035	Chiba, Chiba
24020	Thời điểm
ec6259f87b498e9e1f889114579e6377	Crunk
815653	Chiêu Tô
234122	Lê Chiêu Thống
1242120	An Bình, Biên Hòa
149799	Batheay
55735	Chiến tranh Xô-Đức
102743	Lê Văn Dũng
d7783f621524647c6fe282cc9c9d6029	Caritas Hong Kong
69a5650254e157d8ee749a78e48e3106	Axit aminopropionic
1744058	Người Miêu
3519455	Phá
f9eb0932ee42dfd25609f4133be752f6	Trận Nagaragawa
844	Manitoba
6f13e522c8907388e3f4e602dfcc0ce0	Canaanite
530451	1474
bce765adbe7fffbf433281350fe419e4	Kiếm gỗ
65399	Hemophilus influenzae B
255636b8e369ca33394d424593f96742	Air Labrador
718ea2b70fc3d7be9057dfd4c795cc08	Carthagène
bfbd429e17980431a62b22d0a79f9d94	Nguyễn Thụy Long
f80845d6f78b002395899494e032114c	Brønsted-Lowry
84dc0e82ba7d77e2965dcf24c95cb3bd	Beryllium nitrate
b580a1bb42d74aff45439e6210979731	Chính phủ Canada
81a27ac9f3cbe29d7041db29fc62b706	Charles Hatchett
80723	Nguyễn Chí Diểu
3435232	Chung kết Cúp FA 1997
e73727cd9feff4157694ef9ec7fa9aa0	RTHK
3ba5dc35a897e3529b9126176d5fe128	Cam Thuật
151287	Hữu Lũng
5a57c8e6438bac79a2af2e2744d28126	Hệ Mộc
190386	Amenemhat II
23b1f3ed7ef988b6a4a2763247c01bdc	Barry Cooper (musicologist)
8d7d2d0d8cb48a332496ab18f3e98a06	Cern
c9c32d3ce28a337e98ffd1d0b8f3ce80	AlterNet
8e3610bc54b3a4ab33eab155ace86f86	Thể loại:Kiến trúc thập kỷ 230 TCN
c0851f9b1f287d8b3e2ffcc613e1ec4f	Air Canada Rouge
810453	Brockley
e1733614e278c5a89d8de3ec3021611d	Council, Alaska
306535	Ferdinand de Lesseps
323207	Phần mềm tự do
dc13f0485b4509cfb86e0179a5cbddca	Floral formula
1644140	Cây lanh
3423708	Loạn kiêu binh
fae2041d992bb77f348bc006d53b5ef7	Bạch Ngọc Phong
2171	Hải Dương
1269091	Giáo
c67aa11bb0ebbc54689ea1d13b1844c9	Thể loại:Thành lập thập kỷ 1520
64e9eebec8efc0c8d07caf0b8a41cf22	Danh sách các bệnh dịch hại khoai lang
19553	Thể loại:Sinh 1719
529570	1585
3706351	Vuông góc
9249	Hòa Bình
61711	Biển Hồ
400831	Tuyên Tông
113074	Nguyên Thủy Thiên Tôn
321437	Thị trưởng
e249b4fa89a4969cb60ba362fe978d15	Công quốc Holstein
123038	Tiếng Indonesia
ab21715d7c306e6ddcc399cbeeacc843	Infante Gabriel của Tây Ban Nha
20452	9 tháng 8
1249420	Gideon Sundbäck
152828	Astana
634494	Cư Knia
55783	Cách mạng Công nghiệp
478996	Phẫu thuật
1a89501503153eb3bb70c56aca9a80a5	I Quattro Libri dell'Architettura
20386	8 tháng 7
75071	Kraków
97825	Tống Mỹ Linh
8241c738db12ece7f2020351c7e9fc38	Boomerang (Ý)
167f13a9dd8a8dd6ad07cba4cef162e2	An Enquiry Concerning the Principles of Morals
d2d0b4edbc944f6a4a000efe59df733c	Chủ nghĩa duy tâm Plato
656d2d2cf7d091438bc7e561abfff9e9	Jeff Wayne
f68815ca1de4d2595123612b42795052	Champlain Valley
261091	Camerata Picena
139808	Lý Anh Tông
581136	Bảo hiểm y tế
a0731f70b6a9da8367345529afcaf4c8	Dặm (Scotland)
44012	Nhà Nguyên
95d4bf3850004fbd65bf4526f071802a	Trần Hiểu Sách
423496	Berchtesgadener Land
846137	7414 Bosch
7348e4457aa25934cc5bf39afa19e917	Chủ nghĩa tư bản độc quyền nhà nước
9508061	Thiếu tướng Quân đội Nhân dân Việt Nam
3c8867b3365560f71e8b8773ced8605e	Phanh hơi
20c023b41c45c0b13b9f9ce4cd48fa2a	Trung tả
104855	Czesław Miłosz
856	Nga
3683312	Hình tượng Bồ câu trong văn hóa
a4b04613e6fcbe7d9e9e78fd0f5c0b63	Jannah
a019041593dfdad8ea3e6906d36ac982	Ngôn ngữ creole dựa trên tiếng Anh
66902242a8484e1b42ea12d3e21daeeb	Hình dáng Trái Đất
af18355bf9cd0db3c50b818dcf0636ea	Buôn bán nô lệ Đại Tây Dương
60905	Elbrus
1684037	Ngày Bác Hồ ra đi tìm đường cứu nước
a94bf9abafcdd748e524a24d7f5e10ee	Sông Tây Kỳ
1279620	Thập niên 840
11105936	Hệ tam phân
529561	1598
804235	Alexis Sánchez
3349420	2050
213750	Dực Thành
294542	Trần Hưng Đạo, thành phố Hải Dương
241904	Navarra
366031	Radi
366575	Edegem
438f7290905dc5cd6cd9f24e2897b1b7	Col de Tende
0336d7f791c41f7db216627513878759	Attiko Metro
270616	Asso
430018	Huy chương Priestley
796741	Rodríguez Saá
51ded6ffe5488d26e202fc3b7190e998	Các phép đo phần mềm
392131	1815
cf8f28f2a6d2209b88a5a0658d2bf59b	Cơ quan sinh sản
3510739	Chất nhuộm
bd8eb6e35a3d8a226565d315c6e66093	Biến đổi khí hậu và hệ sinh thái
2419539	Affogato
2530171	Chiến dịch Hạ Môn (1660)
0e7b5c9507d81f1cd1542af68cd88a48	Avi Cohen
417898	Chiến dịch Richmond-Petersburg
15e977cdaacac5b025c8c412f9b27f88	Alan Brooke, 1st Viscount Alanbrooke
cd00e1f0f3f7f5e3cff938a79ecd11e8	Eleanor của Arborea
a98e871825bc417009c9570e8f48db76	Babylon A.D.
1782871	Học viện Lục quân Đà Lạt
368976	Charles Albert Gobat
529330	1670
2425240	Tiểu bang Hawaii
124484	Simón Bolívar
7b8ed67fb344ffe62c6bdf44b275abb0	Hội Hoàng gia New Zealand
2493176	Bộ Chất
1244686	Hồng Phong, Ninh Giang
3b6f72697ee82d99ded4ddbcd6621cec	Picerno
62c3b773812efb4142cab21ec654f43a	Caine Road
fd797b8f245c460029e1c586ad9f80fe	Areus II
fcb769e6d8d2c1e43d28eced9a664348	Glasgow Caledonian
5f0fd89b811895ec526ce916aa5a7fe0	Mặt trận Giải phóng Kampuchea phía Bắc
2443444	Nguyễn Thành Cung
1253797	Trung Lương, Bình Lục
1113383b75df87baf10135326c1fb052	Di tích quốc gia White Sands
1242134	An Bồi
442609	Belmont, Gers
231aed1f832ea23ff8af4bc5115dac11	Albrecht von Haller
822013	Hóa Hợp
1279546	Thập niên 130
29591	Chi Tử vi
b6168e65503d9dc033e71ca78604045b	Bernt Michael Holmboe
1239335	Phân họ
3019bb45d6e2a9237ff6f91171a5c613	Brian Boru
17761	Thể loại:Mất 1910
330052	Blauvac
e6f0293d348b9cb8ebf7dbfc809f9e2d	Commonwealth
146339	Jefferson Davis
56f0c2b88c6cbe85f7089b31138bc10b	Norma, Latina
6207f53ef3e237b2ec85a151571e000a	Danh sách máy bay mang dưới nước trong Chiến tranh thế giới II
411f283e77488526f9d64110e4e27f88	Al-Maqrizi
18803	Phục hưng
d64d7adc3d39773af838aaf78f8434fd	Phương pháp chuyển tự khoa học
60249	Phi hồ ngoại truyện
553955	Ascoglossum
ac938feedac8a466ccdeba6514b1c44f	Frazione
530396	1429
6acd4c2caf6ca03890569cb0726270a2	Thể loại:Phá hủy thập kỷ 1670
13211	Bão
5e372e1757cf5588cb63a4faab6d19df	Bùi Thế Toại
369888	Mohammad Khatami
3517a69a19eccb53495eb6a6937ce09a	Harold Bloom
2361086	Quốc kỳ ca Trung Hoa Dân Quốc
84299	Phong trào Cần Vương
32959b6d5ef861c48afa22a371991a49	ICD-10 Procedure Coding System
196764	Cao nguyên
260831	Magliano in Toscana
366873	Beerse
3185778	Giống ngựa
2360553	Aeneid
d8a01f1ecccd59556dafe515a9fe6c48	Tổng thống Bolivia
f0e33efbc899b35f0d3e519c51a39534	Học viện và Cao đẳng Philadelphia
233566	Bạc Đầu
2435082	Tatmadaw
6cd9313ed34ef58bad3fdd504355e72c	2229
d2ad92d28e55cbeac3e4763e60e93730	Gia tộc Abe ở Mikawa
531176	712
527128	Antonio Gramsci
269104	Abdul Aziz
3654858	Lâm sàng
cd414cb765208d074162b69745847e36	Thể loại:Kiến trúc thập kỷ 10 TCN
6865137f9dcf8fbf7eb73dcf81eb9e1e	Hồ EaSuop thượng
231335	Kỳ Đài (kinh thành Huế)
62114	Phía Bắc
ab622eb2f8f246983b7f922f247918f6	Châu thổ sông Yukon
71044	Côte-d'Or
258841	Ardahan (tỉnh)
54792	Pablo Picasso
578b7eac4dfb34716f9bf3a330804ddc	Lawyer
a33935fac4e26f78bbacc5354e3d79e0	Royal United Services Institute
6030fabaaf9b0307399e1589acb7b1c0	Chữ ký
11252	Quảng Bình
51e1a3ed111f1eccd1fe8cf3e69605be	Apasa
3268044	Bóng đá tại Đại hội Thể thao Liên châu Mỹ
68948	Barcelona
206110	Cổ Lâu, Từ Châu
93822e0073e82b428c74c1906f1ecc82	Hoàng Hoa, Tam Dương
dc59e5e5ed56fff8dd7b2040465973bb	Danh sách các nhà chiêm tinh học
314146	Challand-Saint-Victor
267229	Castelletto sopra Ticino
2313982	Huỳnh Tấn Mẫm
aba60736feff787d6204acaea7004f81	Hùng Vương thứ XIV
783610	Coahuila
405858	Bộ Thương mại và Lao động Hoa Kỳ
578435	1607
31398e016ba237d21c275318013daf92	Friedrich Christoph Oetinger
440bbd589c80bcf66ea40b9a4d29bf9a	Araucanía (vùng)
2f681c40b9f7b0955f3ee3642da5eb6f	Pentose
797	Canada
5f0c45d3cac955e620afd64690b91a73	CIVETS
22f3663db22bfcac91d468da86fd96af	ISO 3166-2:BH
2047	Lĩnh Nam
540964	252
23b87068cfd905728358b6b3f5b3a4c1	Percy Zachariah Cox
823171	Đơn vị quốc tế
3dfacb64b58531b34f8463481fdb5bed	Arbroath
51464	Logic
3248556	Cảng Hiệp Phước
123110fc75010bd8e089b6e3fd74b768	ArmSCII
787614	Campora
52dfb2ac00f19fb5e8c60a616785493c	Nguyễn Nải
524145	Kavkaz
4e4f1b3671d2426c1dc6de9069dd6699	Những người khốn khổ (nhạc kịch)
439168	Lê Duy Vỹ
936ea3e961f6a166debe050ea56ddad1	Chuyển giao thanh toán
cb835905b708f3fa2a2203d71b7396a1	George Shuckburgh-Evelyn
108710	Cựu Đường thư
271a6d9e8de98494455d211b359d9394	Marja
20644	27 tháng 11
61f3d0b5b3fd3f3e4665b8fe5777ad57	Hạ Tứ Hổ Hồng Gia Quyền
254389	Logic hình thức
4274	Mẫu (đơn vị đo)
3158410	Huyền học
531774	2016
12675375	Amenmesses
1244505	Hoa Sơn, Anh Sơn
53224	Lịch sử loài người
076af6bc822c9c0ca4d46de55b210780	Bóng ném tại Thế vận hội Mùa hè 2016 - Nữ
60501	Bạc Liêu (thành phố)
268377	TNT
9efa0b072bcb07a7d6585bfd48ba604d	Chữ số Georgian
7db741fa6f7e05754799cbee068c0f4a	Ballistite
20187	1 tháng 3
17598	14 tháng 11
322035	Haumea (hành tinh lùn)
795992	Bệnh dịch
53719	Thể loại:Sinh thập kỷ 1510
506ee6c3c75e60545d3e36ae815d212e	Anne Robert Turgot
2261358	Du lịch tình dục
1250085	Lay Nưa
4105bf5c7733384764296616fd2ceb03	Coat of arms of the Netherlands
8f043e06b67e3e5e361acb15b9137445	Anton der Gute
5424f5d8e027a910e3635bfcc827fb69	Anzani
51204	Cộng hòa
528912	1747
8d527d7684360023e04445f17f9d80d8	Chữ Grantha
f133daa0ef022651d276b23c5a393740	Chinese calendar
3492599	Auvergne-Rhône-Alpes
1e019c4c450c177542664840f7fa9ead	Ark-La-Tex
ce35afd16a31bd1b52b8ee985e114745	Giài Nobel Hóa học
418f8ff9e7299f2496fd2c3201f11e5f	Bayawan
7627dded4dbb0b3df73beccecf2a8fba	Hợp Phố (quận)
20313	3 tháng 6
214755	Ferdinand de Saussure
187194	Acre (bang)
af23bdf36fa4d2a15d50cede9e7d0bce	Lãnh tụ tối cao Iran
529254	1639
203036	Hoàng Sơn (quận)
915f5fef458a99ee63aa87fec812e312	Thể loại:Phá hủy thập kỷ 100 TCN
194455	Hoa Dung
5f39b91d7032fce7c25d318525e3ef06	Government of Bangladesh
3634427	Pulkogi
ede895c14fc6f0b316622995016e6e11	Cabet
624ef83184c9adf8981439216257a266	Charles IV, Hoàng đế La Mã Thần thánh
fca0789e7891cbc0583298a238316122	2134
578314	Thập niên 1660
187104	Huệ An
e482798b22ac286f81c88ed4b69625d5	Jean Henri
cd2ccfe03277c100829931f367c80cb8	Cavern Club
b71d874461d4a5acadc94e221b53e1ca	Kỹ thuật Cơ khí
56099	Montenegro
401251	Bùi Phùng
578316	Thập niên 1640
59a052b414d19168227a176f87e15a20	Hán ngữ đại từ điển
d6df5e1fb2e44544855c875aebf991dd	Thể loại:Mất năm 1859
abec539993aa7df263faadf7d3f52c77	Callao (vùng)
107734	Vladimir Vladimirovich Mayakovsky
02c726e611a7d7d5692a6d5b9d21b7bb	Carl Viggo Manthey Lange
7bcbd36f613438c635bb72919c4613de	Chử Nhân Hoạch
7788	Thương mại
03900f58501104670e6ce2f0bc8946af	Breviata
809004	Andrey Vitalyevich Korotaev
d1f6cd2c24d376db856ee7dae489d476	1775–95 in Western fashion
70922	Kärnten
108519	Bóng đá tại Đại hội Thể thao Bán đảo Đông Nam Á 1959
2769364	Grant, Quận Cerro Gordo, Iowa
9086	Bồ Tát
4c40f19e804f88ca5fa4eae3040954fc	Kenneth Waltz
799655	Giày
392180	1839
d48b64be1a8e165fd8f8c69653754c55	Charles Curran (broadcaster)
321504	Nghệ sĩ
3371566	Người Phát ngôn
198e2ab4684a52fa43f3763990965fd2	Chủ nghĩa duy tâm Ấn Độ giáo
1441876	Thể loại:Sinh 195 TCN
3f4cb6825b89b921792e8f0299feb971	ISO 3166
561387	Plectocomia
685556	Bùi Danh Lưu
52612d514e97f2afa1fc66979dabde20	Chiến khu Đồng Bò-Mật khu Đá Hang
095f9ae0add69c27129dfd96ceffd39e	Guaviare (tỉnh)
12a141b528d8c3f8df24141b5894c3d7	Chu Quang Trứ
529552	1597
61fba7d3f5beb1183a6465ddc47a829f	A Cáp Xuất
e7c8b7d9a3821821e536edc4db0d63c1	One Unit
994b327e8cd92a49615d0209fa63af68	Assyria học
147504	Mộc Châu
42992	Phan Đình Phùng
31fa4e66b9186e35489b870ffb8028dc	Danh sách máy bay quân sự thuộc Thụy Điển
21942	Việt Trì
9b1dbd306ae5e4163dfec73c735ab8af	Cờ nhà nước
511e2b223bec5577ff06499c362b2056	Progressive Conservative Party of Canada
299498	Aulnay, Aube
197767	Giang Vĩnh
c0aabe5eb56f92d8b110502cf78e8e9c	Arrondissement
135216	Thanh Liêm
905618ce5a03a19336e179fc360ec2de	Danh sách Hoàng hậu nhà Lý
501419	Lê Văn Huân
33626	Kiếm
f32f06fc06990953f7beb544ec297579	Andromeda (thần thoại)
1288196	Bức xạ Terahertz
645976	Agathokleia
502952	Würzburg
3269515	Dị hình giới tính
7e521db8bad88ede93a3b270322ba762	Bất đẳng thức Kolmogorov
55286	Chế độ tỷ giá hối đoái
845cebebfcbaad3e229fc8b233d47981	Mandarava
e0be70c7ec9d9530b330b08622e160ca	Blyenbergh
308568	Các biệt thự do Palladio thiết kế ở Veneto
366635	Bornem
337874	Nguyễn Quan Quang
6118bcd0d124940da0aa762b67187f88	Qing Empire
55b41f6851a7ceb965aba6b966295134	Cung điện Pitti
e33e365915e61b2a04787e2051584319	Lượng hấp thụ thực phẩm tham chiếu
233857	Dương (huyện)
589801	Vĩnh Phú, Thuận An
327705	Đường Thương Đế
2430217	Nguyên thủ quốc gia Cộng hòa Dân chủ Nhân dân Triều Tiên
c414a7af015005cf16cc0bab078abc74	Các hiệp ước Velasco
2360915	Cổ đại
2393327	De Gaulle
96184	Công nghiệp nhẹ
41c2682121e74c2ee33f543785439d8f	Bầy chim thiên nga
1243102	Châu Khê, Con Cuông
461442	Annoville
78abbb34fd42b6a81dcae69a21a9d576	Dorothy Carnegie
9e793b77b36594052ec92908992a84d4	Licius Varius Rufus
825669	Chiêu nghi
39561	Oman
529345	1681
19467	Thể loại:Sinh thập kỷ 1900
1892532	Eucalyptus gunnii
d4bfe61e5f3c08032fec95911d4e85a5	Florida Suncoast
b6daee900c364855ccb7748ead5af959	Tùy bút
411206	Lưu Gia Lương
50583	Đội du kích Cứu quốc quân Ba Tơ
578361	Thập niên 1330
413424	Breitnau
11193	Bình Thuận
1749114	Arthur Eddington
b35019bc480edcf431c0d7205a3a0538	Portal:Mặt Trăng
629738	Ban Chỉnh Đạo
267ca1965f81f8710c507b8539b32705	Đoàn Đình Duyệt
3650	CN
530038	1179
112526	Cung điện Thủy tinh
541594	155 TCN
65d4ad4d214278ee598a64401f5079b4	Chủ tịch Hạ viện Ba Lan
47317	Âm nhạc
1549565	Phúc Thành
67521	Thánh (Kitô giáo)
21aba85f28e6b3376799b589fa1548ad	Arycanda
101757	Quốc lộ 14
6140	Khổng Tử
10411	Niết-bàn
cc43fa3c72b74762e940a1927f94d439	C.L.R. James
2da61b041354d0827b8fb94beda18c7f	Benjamin Thompson
368ce4ba831589fa484a75063ac9b774	Hạ Hồng
662377e17cb40b63b0ea35fd85b74092	Selenelion
105380	Maurice Maeterlinck
9bb03b789fdf3da0591b569e4fc2dfda	Thể loại:Kiến trúc thập kỷ 1620
81177	Thuận từ
b2fb106ccf217cd80a682942dd6fc245	Kamtshang
587514	Kaizoku Sentai Gokaiger
1678585	Nam tước
19296edd07bbc9f1ce65b7bf3079c6df	Hosokawa Takakuni
328239	Chanh
823766	Danh sách các tác phẩm của Anton Chekhov
4f8bdced268d87b47d9d1f5aa6f9f2fd	Maria Theresa của Napoli và Sicily
27220	Quận
2441560	Hang đá Đắk Tur
3707678	Dinh dưỡng học
1243725	Đông Phong, Yên Phong
61796	Ayn Rand
7479090	Pailin
802605	Afrojack
b012fbae96574c7a919ddc01b11714e1	Herbert Sausgruber
0f4d81705a1945a59f574ced3d66babd	Dòng họ Hồ
84652	Freedom House
5406	Bảng chỉ dẫn an toàn hóa chất
db2545eeb6835b100bbfa7b6f73d0506	Chủ nghĩa hợp nhất ở Bắc Ireland
c009eced04677ded9d8ab373344857d6	Điểm cố định
26388	Louvre
552620790cd10ea697544d430f2a634b	Federico Peña
13118f0692e021e5fbf52add614f7885	Pompey (định hướng)
d368296de154aa7ac6bea4a22558028a	Hoàng Công Phụ
66d513aba3e44beea3d845cb108381db	Caleb Cushing
